Freq.	V(fb)/V(in)
Step Information: K=200m  (Run: 1/7)
7.07945784384137e-001	6.95546646935080e-006,3.11988756377592e-003
7.94328234724280e-001	8.75640473106378e-006,3.50056741893044e-003
8.91250938133744e-001	1.10236465512936e-005,3.92769559023057e-003
9.99999999999999e-001	1.38779267748577e-005,4.40693894817734e-003
1.12201845430196e+000	1.74712398136224e-005,4.94465554502157e-003
1.25892541179417e+000	2.19949325178579e-005,5.54797883576333e-003
1.41253754462275e+000	2.76898918982058e-005,6.22491212784701e-003
1.58489319246111e+000	3.48593697577412e-005,6.98443448791734e-003
1.77827941003892e+000	4.38851264415644e-005,7.83661947575095e-003
1.99526231496888e+000	5.52477522272965e-005,8.79276823116955e-003
2.23872113856834e+000	6.95522466584900e-005,9.86555860969414e-003
2.51188643150958e+000	8.75602150246979e-005,1.10692122467056e-002
2.81838293126445e+000	1.10230391831439e-004,1.24196816268953e-002
3.16227766016837e+000	1.38769641776527e-004,1.39348594435258e-002
3.54813389233575e+000	1.74697142326676e-004,1.56348127463042e-002
3.98107170553496e+000	2.19925147004344e-004,1.75420445905684e-002
4.46683592150962e+000	2.76860600464062e-004,1.96817861030697e-002
5.01187233627271e+000	3.48532969424236e-004,2.20823220541698e-002
5.62341325190348e+000	4.38755021976560e-004,2.47753531477466e-002
6.30957344480192e+000	5.52324998655603e-004,2.77963982716637e-002
7.07945784384136e+000	6.95280753628351e-004,3.11852398396581e-002
7.94328234724279e+000	8.75219102294889e-004,3.49864150225490e-002
8.91250938133743e+000	1.10169691054340e-003,3.92497550019719e-002
9.99999999999997e+000	1.38673453948647e-003,4.40309732257804e-002
1.12201845430196e+001	1.74544727644735e-003,4.93923017779712e-002
1.25892541179416e+001	2.19683651331595e-003,5.54031720841465e-002
1.41253754462275e+001	2.76477985872062e-003,6.21409318183718e-002
1.58489319246111e+001	3.47926825873307e-003,6.96915834512789e-002
1.77827941003892e+001	4.37794866921717e-003,7.81505205460767e-002
1.99526231496887e+001	5.50804287305674e-003,8.76232245287160e-002
2.23872113856833e+001	6.92872644504908e-003,9.82258656961193e-002
2.51188643150957e+001	8.71406601443853e-003,1.10085725650142e-001
2.81838293126444e+001	1.09566265617760e-002,1.23341321524249e-001
3.16227766016837e+001	1.37718711138291e-002,1.38142062007331e-001
3.54813389233574e+001	1.73034787348055e-002,1.54647197327079e-001
3.98107170553496e+001	2.17296963797041e-002,1.73023735696633e-001
4.46683592150961e+001	2.72708053194605e-002,1.93442883174958e-001
5.01187233627270e+001	3.41977073554799e-002,2.16074420045884e-001
5.62341325190347e+001	4.28414965942881e-002,2.41078256671266e-001
6.30957344480191e+001	5.36036471936341e-002,2.68592226425100e-001
7.07945784384135e+001	6.69660756671552e-002,2.98715000623587e-001
7.94328234724278e+001	8.34997827119643e-002,3.31482906185156e-001
8.91250938133742e+001	1.03870005545219e-001,3.66839489494994e-001
9.99999999999995e+001	1.28834810845581e-001,4.04597055373764e-001
1.12201845430196e+002	1.59232901808288e-001,4.44390337450027e-001
1.25892541179416e+002	1.95955319542317e-001,4.85624187408509e-001
1.41253754462275e+002	2.39895140646282e-001,5.27419931049813e-001
1.58489319246111e+002	2.91869952967197e-001,5.68568845198268e-001
1.77827941003891e+002	3.52514810538456e-001,6.07505586459144e-001
1.99526231496887e+002	4.22149435863235e-001,6.42318059364087e-001
2.23872113856833e+002	5.00632818286360e-001,6.70810894371235e-001
2.51188643150957e+002	5.87229524447427e-001,6.90634631911717e-001
2.81838293126444e+002	6.80521081619506e-001,6.99479940092500e-001
3.16227766016836e+002	7.78396978771417e-001,6.95316786743659e-001
3.54813389233574e+002	8.78148193456399e-001,6.76638143707391e-001
3.98107170553495e+002	9.76661552076262e-001,6.42655959031691e-001
4.46683592150961e+002	1.07068303391475e+000,5.93402375401099e-001
5.01187233627270e+002	1.15709521222436e+000,5.29713033828295e-001
5.62341325190346e+002	1.23314978064483e+000,4.53103346144756e-001
6.30957344480190e+002	1.29661305687321e+000,3.65578322230125e-001
7.07945784384134e+002	1.34581238931249e+000,2.69429786084551e-001
7.94328234724277e+002	1.37960120065463e+000,1.67068500817429e-001
8.91250938133740e+002	1.39727933192732e+000,6.09187460730568e-002
9.99999999999994e+002	1.39850981369810e+000,-4.66211171984347e-002
1.12201845430196e+003	1.38326570301688e+000,-1.53168811035732e-001
1.25892541179416e+003	1.35182603014128e+000,-2.56328546320430e-001
1.41253754462275e+003	1.30482232692741e+000,-3.53675841281857e-001
1.58489319246110e+003	1.24331942899436e+000,-4.42787594476001e-001
1.77827941003891e+003	1.16889889674563e+000,-5.21336793067500e-001
1.99526231496887e+003	1.08370438338837e+000,-5.87252037670267e-001
2.23872113856832e+003	9.90410489436364e-001,-6.38918195666904e-001
2.51188643150956e+003	8.92093273919108e-001,-6.75373136950638e-001
2.81838293126443e+003	7.92009246576375e-001,-6.96446333980849e-001
3.16227766016836e+003	6.93320677009713e-001,-7.02795094421422e-001
3.54813389233573e+003	5.98825003159523e-001,-6.95821903981685e-001
3.98107170553494e+003	5.10745498177074e-001,-6.77490827262865e-001
4.46683592150960e+003	4.30619838701046e-001,-6.50087355294494e-001
5.01187233627269e+003	3.59293186352525e-001,-6.15974582073326e-001
5.62341325190345e+003	2.96996087015710e-001,-5.77389066592439e-001
6.30957344480189e+003	2.43473502674031e-001,-5.36300040212926e-001
7.07945784384133e+003	1.98130621946300e-001,-4.94335479154274e-001
7.94328234724276e+003	1.60169283742510e-001,-4.52764474358140e-001
8.91250938133739e+003	1.28700030740310e-001,-4.12519051539072e-001
9.99999999999992e+003	1.02824675821023e-001,-3.74238518414826e-001
1.12201845430195e+004	8.16909182400392e-002,-3.38322770037535e-001
1.25892541179416e+004	6.45239409221204e-002,-3.04985367840630e-001
1.41253754462274e+004	5.06409013748061e-002,-2.74301169688369e-001
1.58489319246110e+004	3.94537976569572e-002,-2.46246237142514e-001
1.77827941003891e+004	3.04651412034150e-002,-2.20729639581965e-001
1.99526231496886e+004	2.32596987886157e-002,-1.97617819175057e-001
2.23872113856832e+004	1.74945286944565e-002,-1.76752640049348e-001
2.51188643150956e+004	1.28887216289486e-002,-1.57964348810115e-001
2.81838293126443e+004	9.21366761173287e-003,-1.41080588533651e-001
3.16227766016835e+004	6.28427032311848e-003,-1.25932441729288e-001
3.54813389233572e+004	3.95127488773792e-003,-1.12358291500381e-001
3.98107170553494e+004	2.09472186758207e-003,-1.00206115925577e-001
4.46683592150959e+004	6.18455837725638e-004,-8.93346818183108e-002
5.01187233627268e+004	-5.54423421918558e-004,-7.96139836168094e-002
5.62341325190344e+004	-1.48529259256675e-003,-7.09251793044911e-002
6.30957344480187e+004	-2.22304296321800e-003,-6.31602040326906e-002
7.07945784384131e+004	-2.80653881889831e-003,-5.62211891560894e-002
7.94328234724274e+004	-3.26659647959337e-003,-5.00197756678130e-002
8.91250938133737e+004	-3.62757021877184e-003,-4.44763831296738e-002
9.99999999999990e+004	-3.90861776158318e-003,-3.95194753996281e-002
1.12201845430195e+005	-4.12470594377480e-003,-3.50848506391021e-002
1.25892541179415e+005	-4.28740674338067e-003,-3.11149736165444e-002
1.41253754462274e+005	-4.40552539424804e-003,-2.75583619749971e-002
1.58489319246110e+005	-4.48559566219651e-003,-2.43690339354926e-002
1.77827941003891e+005	-4.53227257137408e-003,-2.15060220601041e-002
1.99526231496886e+005	-4.54864982856503e-003,-1.89329554524519e-002
2.23872113856832e+005	-4.53652773183454e-003,-1.66177103548915e-002
2.51188643150955e+005	-4.49665707807263e-003,-1.45321256596854e-002
2.81838293126442e+005	-4.42898470583623e-003,-1.26517745020001e-002
3.16227766016835e+005	-4.33292539176515e-003,-1.09557751460234e-002
3.54813389233572e+005	-4.20768064411705e-003,-9.42661378662224e-003
3.98107170553493e+005	-4.05261470805707e-003,-8.04994010400038e-003
4.46683592150958e+005	-3.86767936754815e-003,-6.81428719508038e-003
5.01187233627267e+005	-3.65385174605338e-003,-5.71066724839990e-003
5.62341325190343e+005	-3.41351802750368e-003,-4.73201062020646e-003
6.30957344480186e+005	-3.15071218080322e-003,-3.87245355710873e-003
7.07945784384130e+005	-2.87111828431603e-003,-3.12653464971145e-003
7.94328234724273e+005	-2.58178068435853e-003,-2.48841527158755e-003
8.91250938133736e+005	-2.29053651763335e-003,-1.95126844075601e-003
9.99999999999989e+005	-2.00526795615095e-003,-1.50696143258682e-003
1.12201845430195e+006	-1.73313115925495e-003,-1.14608846934043e-003
1.25892541179415e+006	-1.47992598833448e-003,-8.58316295303911e-004
1.41253754462274e+006	-1.24972135010721e-003,-6.32927286711061e-004
1.58489319246110e+006	-1.04477007290976e-003,-4.59412644018034e-004
1.77827941003890e+006	-8.65670773311305e-004,-3.27987176287017e-004
1.99526231496886e+006	-7.11688879553406e-004,-2.29948530542768e-004
2.23872113856831e+006	-5.81141083917508e-004,-1.57860555762318e-004
2.51188643150955e+006	-4.71766626484995e-004,-1.05582930092794e-004
2.81838293126442e+006	-3.81038867799303e-004,-6.81902577600141e-005
3.16227766016834e+006	-3.06398722113419e-004,-4.18267587874744e-005
3.54813389233571e+006	-2.45411371904735e-004,-2.35348269300175e-005
3.98107170553492e+006	-1.95858423053633e-004,-1.10840403221248e-005
4.46683592150958e+006	-1.55781331022348e-004,-2.81612806677312e-006
5.01187233627266e+006	-1.23491284261882e-004,2.48709667417789e-006
5.62341325190342e+006	-9.75580696704174e-005,5.71140851636941e-006
6.30957344480185e+006	-7.67872657117384e-005,7.49517406747826e-006
7.07945784384129e+006	-6.01922029332066e-005,8.29485967848264e-006
7.94328234724271e+006	-4.69648082670311e-005,8.43459433252376e-006
8.91250938133734e+006	-3.64477472407499e-005,8.14313999630516e-006
1.00000000000000e+007	-2.81091131091774e-005,7.58115960178153e-006
Step Information: K=800m  (Run: 7/7)
1.00000000000000e-001	1.58606087640416e-007,5.03654559258228e-004
1.12201845430196e-001	1.99673230210989e-007,5.65109697187332e-004
1.25892541179417e-001	2.51373697252186e-007,6.34063490736316e-004
1.41253754462275e-001	3.16460725318108e-007,7.11430912078914e-004
1.58489319246111e-001	3.98400433074075e-007,7.98238575973980e-004
1.77827941003892e-001	5.01556404124479e-007,8.95638361847709e-004
1.99526231496888e-001	6.31422062752593e-007,1.00492269786721e-003
2.23872113856834e-001	7.94913217212204e-007,1.12754170973551e-003
2.51188643150958e-001	1.00073634922634e-006,1.26512246164859e-003
2.81838293126445e-001	1.25985226191023e-006,1.41949054457011e-003
3.16227766016838e-001	1.58605977620262e-006,1.59269429806068e-003
3.54813389233575e-001	1.99673055840833e-006,1.78703198675094e-003
3.98107170553497e-001	2.51373420894188e-006,2.00508229162221e-003
4.46683592150963e-001	3.16460287320348e-006,2.24973852005741e-003
5.01187233627272e-001	3.98399738894704e-006,2.52424698770798e-003
5.62341325190348e-001	5.01555303924914e-006,2.83225008020780e-003
6.30957344480192e-001	6.31420319054979e-006,3.17783456433939e-003
7.07945784384137e-001	7.94910453640092e-006,3.56558578717248e-003
7.94328234724280e-001	1.00073196926443e-005,4.00064847877765e-003
8.91250938133744e-001	1.25984532014784e-005,4.48879496026351e-003
9.99999999999999e-001	1.58604877426945e-005,5.03650165505982e-003
1.12201845430196e+000	1.99671312155685e-005,5.65103490859608e-003
1.25892541179417e+000	2.51370657346947e-005,6.34054724087238e-003
1.41253754462275e+000	3.16455907408066e-005,7.11418528896802e-003
1.58489319246111e+000	3.98392797231328e-005,7.98221084333410e-003
1.77827941003892e+000	5.01544302189308e-005,8.95613654371538e-003
1.99526231496888e+000	6.31402882597675e-005,1.00488779784795e-002
2.23872113856834e+000	7.94882818954171e-005,1.12749241253647e-002
2.51188643150958e+000	1.00068817171083e-004,1.26505282819493e-002
2.81838293126445e+000	1.25977590664502e-004,1.41939218593089e-002
3.16227766016837e+000	1.58593876316031e-004,1.59255536497438e-002
3.54813389233575e+000	1.99653876944772e-004,1.78683574243477e-002
3.98107170553496e+000	2.51343025147822e-004,2.00480509606496e-002
4.46683592150962e+000	3.16412114816071e-004,2.24934698320797e-002
5.01187233627271e+000	3.98323393627698e-004,2.52369394904798e-002
5.62341325190348e+000	5.01434310830354e-004,2.83146893117104e-002
6.30957344480192e+000	6.31228569892118e-004,3.17673123104728e-002
7.07945784384136e+000	7.94606575575258e-004,3.56402741024664e-002
7.94328234724279e+000	1.00025040262273e-003,3.99844743114846e-002
8.91250938133743e+000	1.25908218347818e-003,4.48568628593964e-002
9.99999999999997e+000	1.58483947369882e-003,5.03211122580348e-002
1.12201845430196e+001	1.99479688736840e-003,5.64483448891099e-002
1.25892541179416e+001	2.51067030093252e-003,6.33179109533103e-002
1.41253754462275e+001	3.15974840996643e-003,7.10182077924250e-002
1.58489319246111e+001	3.97630658140922e-003,7.96475239443188e-002
1.77827941003892e+001	5.00336990767677e-003,8.93148806240877e-002
1.99526231496887e+001	6.29490614063628e-003,1.00140828032818e-001
2.23872113856833e+001	7.91854450862752e-003,1.12258132224136e-001
2.51188643150957e+001	9.95893258792975e-003,1.25812257885876e-001
2.81838293126444e+001	1.25218589277440e-002,1.40961510313428e-001
3.16227766016837e+001	1.57392812729475e-002,1.57876642294093e-001
3.54813389233574e+001	1.97754042683491e-002,1.76739654088090e-001
3.98107170553496e+001	2.48339387196619e-002,1.97741412224724e-001
4.46683592150961e+001	3.11666346508120e-002,2.21077580771380e-001
5.01187233627270e+001	3.90830941205485e-002,2.46942194338153e-001
5.62341325190347e+001	4.89617103934721e-002,2.75518007624304e-001
6.30957344480191e+001	6.12613110784390e-002,3.06962544485829e-001
7.07945784384135e+001	7.65326579053202e-002,3.41388572141242e-001
7.94328234724278e+001	9.54283230993878e-002,3.78837607068750e-001
8.91250938133742e+001	1.18708577765965e-001,4.19245130851422e-001
9.99999999999995e+001	1.47239783823522e-001,4.62396634712873e-001
1.12201845430196e+002	1.81980459209472e-001,5.07874671371460e-001
1.25892541179416e+002	2.23948936619791e-001,5.54999071324011e-001
1.41253754462275e+002	2.74165875024323e-001,6.02765635485501e-001
1.58489319246111e+002	3.33565660533940e-001,6.49792965940878e-001
1.77827941003891e+002	4.02874069186807e-001,6.94292098810450e-001
1.99526231496887e+002	4.82456498129411e-001,7.34077782130386e-001
2.23872113856833e+002	5.72151792327269e-001,7.66641022138555e-001
2.51188643150957e+002	6.71119456511346e-001,7.89296722184820e-001
2.81838293126444e+002	7.77738378993722e-001,7.99405645820000e-001
3.16227766016836e+002	8.89596547167334e-001,7.94647756278468e-001
3.54813389233574e+002	1.00359793537874e+000,7.73300735665590e-001
3.98107170553495e+002	1.11618463094430e+000,7.34463953179075e-001
4.46683592150961e+002	1.22363775304542e+000,6.78174143315542e-001
5.01187233627270e+002	1.32239452825641e+000,6.05386324375195e-001
5.62341325190346e+002	1.40931403502266e+000,5.17832395594007e-001
6.30957344480190e+002	1.48184349356938e+000,4.17803796834428e-001
7.07945784384134e+002	1.53807130207142e+000,3.07919755525201e-001
7.94328234724277e+002	1.57668708646244e+000,1.90935429505632e-001
8.91250938133740e+002	1.59689066505979e+000,6.96214240834932e-002
9.99999999999994e+002	1.59829692994069e+000,-5.32812767982111e-002
1.12201845430196e+003	1.58087508916214e+000,-1.75050069755123e-001
1.25892541179416e+003	1.54494403444717e+000,-2.92946910080491e-001
1.41253754462275e+003	1.49122551648847e+000,-4.04200961464979e-001
1.58489319246110e+003	1.42093649027927e+000,-5.06042965115430e-001
1.77827941003891e+003	1.33588445342358e+000,-5.95813477791429e-001
1.99526231496887e+003	1.23851929530099e+000,-6.71145185908877e-001
2.23872113856832e+003	1.13189770221299e+000,-7.30192223619318e-001
2.51188643150956e+003	1.01953517019327e+000,-7.71855013657872e-001
2.81838293126443e+003	9.05153424658715e-001,-7.95938667406685e-001
3.16227766016836e+003	7.92366488011101e-001,-8.03194393624482e-001
3.54813389233573e+003	6.84371432182312e-001,-7.95225033121926e-001
3.98107170553494e+003	5.83709140773799e-001,-7.74275231157560e-001
4.46683592150960e+003	4.92136958515481e-001,-7.42956977479422e-001
5.01187233627269e+003	4.10620784402886e-001,-7.03970950940944e-001
5.62341325190345e+003	3.39424099446526e-001,-6.59873218962788e-001
6.30957344480189e+003	2.78255431627463e-001,-6.12914331671916e-001
7.07945784384133e+003	2.26434996510057e-001,-5.64954833319170e-001
7.94328234724276e+003	1.83050609991440e-001,-5.17445113552160e-001
8.91250938133739e+003	1.47085749417497e-001,-4.71450344616082e-001
9.99999999999992e+003	1.17513915224026e-001,-4.27701163902658e-001
1.12201845430195e+004	9.33610494171876e-002,-3.86654594328612e-001
1.25892541179416e+004	7.37416467681376e-002,-3.48554706103577e-001
1.41253754462274e+004	5.78753158569213e-002,-3.13487051072422e-001
1.58489319246110e+004	4.50900544650940e-002,-2.81424271020017e-001
1.77827941003891e+004	3.48173042324742e-002,-2.52262445236532e-001
1.99526231496886e+004	2.65825129012751e-002,-2.25848936200065e-001
2.23872113856832e+004	1.99937470793789e-002,-2.02003017199255e-001
2.51188643150956e+004	1.47299675759413e-002,-1.80530684354417e-001
2.81838293126443e+004	1.05299058419804e-002,-1.61234958324172e-001
3.16227766016835e+004	7.18202322642111e-003,-1.43922790547758e-001
3.54813389233572e+004	4.51574272884334e-003,-1.28409476000435e-001
3.98107170553494e+004	2.39396784866522e-003,-1.14521275343517e-001
4.46683592150959e+004	7.06806671686443e-004,-1.02096779220927e-001
5.01187233627268e+004	-6.33626767906923e-004,-9.09874098477822e-002
5.62341325190344e+004	-1.69747724864772e-003,-8.10573477765613e-002
6.30957344480187e+004	-2.54062052939201e-003,-7.21830903230749e-002
7.07945784384131e+004	-3.20747293588378e-003,-6.42527876069593e-002
7.94328234724274e+004	-3.73325311953528e-003,-5.71654579060720e-002
8.91250938133737e+004	-4.14579453573924e-003,-5.08301521481987e-002
9.99999999999990e+004	-4.46699172752363e-003,-4.51651147424321e-002
1.12201845430195e+005	-4.71394965002835e-003,-4.00969721589739e-002
1.25892541179415e+005	-4.89989342100648e-003,-3.55599698474793e-002
1.41253754462274e+005	-5.03488616485490e-003,-3.14952708285681e-002
1.58489319246110e+005	-5.12639504251029e-003,-2.78503244977058e-002
1.77827941003891e+005	-5.17974008157038e-003,-2.45783109258333e-002
1.99526231496886e+005	-5.19845694693147e-003,-2.16376633742307e-002
2.23872113856832e+005	-5.18460312209662e-003,-1.89916689770188e-002
2.51188643150955e+005	-5.13903666065444e-003,-1.66081436110691e-002
2.81838293126442e+005	-5.06169680666998e-003,-1.44591708594286e-002
3.16227766016835e+005	-4.95191473344589e-003,-1.25208858811696e-002
3.54813389233572e+005	-4.80877787899092e-003,-1.07732728989969e-002
3.98107170553493e+005	-4.63155966635094e-003,-9.19993154742901e-003
4.46683592150958e+005	-4.42020499148360e-003,-7.78775679437758e-003
5.01187233627267e+005	-4.17583056691814e-003,-6.52647685531417e-003
5.62341325190343e+005	-3.90116346000420e-003,-5.40801213737881e-003
6.30957344480186e+005	-3.60081392091797e-003,-4.42566120812427e-003
7.07945784384130e+005	-3.28127803921832e-003,-3.57318245681309e-003
7.94328234724273e+005	-2.95060649640975e-003,-2.84390316752863e-003
8.91250938133736e+005	-2.61775602015240e-003,-2.23002107514973e-003
9.99999999999989e+005	-2.29173480702966e-003,-1.72224163724208e-003
1.12201845430195e+006	-1.98072132486280e-003,-1.30981539353192e-003
1.25892541179415e+006	-1.69134398666798e-003,-9.80932908918755e-004
1.41253754462274e+006	-1.42825297155110e-003,-7.23345470526927e-004
1.58489319246110e+006	-1.19402294046829e-003,-5.25043021734896e-004
1.77827941003890e+006	-9.89338026641492e-004,-3.74842487185163e-004
1.99526231496886e+006	-8.13358719489607e-004,-2.62798320620307e-004
2.23872113856831e+006	-6.64161238762866e-004,-1.80412063728363e-004
2.51188643150955e+006	-5.39161858839995e-004,-1.20666205820336e-004
2.81838293126442e+006	-4.35472991770632e-004,-7.79317231543019e-005
3.16227766016834e+006	-3.50169968129621e-004,-4.78020100428278e-005
3.54813389233571e+006	-2.80470139319697e-004,-2.68969450628771e-005
3.98107170553492e+006	-2.23838197775581e-004,-1.26674746538569e-005
4.46683592150958e+006	-1.78035806882684e-004,-3.21843207631213e-006
5.01187233627266e+006	-1.41132896299294e-004,2.84239619906044e-006
5.62341325190342e+006	-1.11494936766191e-004,6.52732401870790e-006
6.30957344480185e+006	-8.77568750991296e-005,8.56591321997515e-006
7.07945784384129e+006	-6.87910890665218e-005,9.47983963255159e-006
7.94328234724271e+006	-5.36740665908926e-005,9.63953638002715e-006
8.91250938133734e+006	-4.16545682751428e-005,9.30644571006304e-006
1.00000000000000e+007	-3.21247006962028e-005,8.66418240203603e-006
