Freq.	V(out)/V(in)
9.99999999999997e+000	9.99898233085296e-001,-1.41469677261650e-002
1.12201845430196e+001	9.99872323285049e-001,-1.58731589379599e-002
1.25892541179416e+001	9.99839702869823e-001,-1.78099773309311e-002
1.41253754462275e+001	9.99798633174445e-001,-1.99831232807466e-002
1.58489319246111e+001	9.99746924696459e-001,-2.24214330512881e-002
1.77827941003892e+001	9.99681819981443e-001,-2.51572614016982e-002
1.99526231496887e+001	9.99599845961531e-001,-2.82269108540345e-002
2.23872113856833e+001	9.99496627707820e-001,-3.16711132951686e-002
2.51188643150957e+001	9.99366653399893e-001,-3.55355702631195e-002
2.81838293126444e+001	9.99202977555809e-001,-3.98715590147585e-002
3.16227766016837e+001	9.98996846021865e-001,-4.47366122876251e-002
3.54813389233574e+001	9.98737221650161e-001,-5.01952805446686e-002
3.98107170553496e+001	9.98410183664942e-001,-5.63199864037475e-002
4.46683592150961e+001	9.97998165985925e-001,-6.31919818536022e-002
5.01187233627270e+001	9.97478989617462e-001,-7.09024196460565e-002
5.62341325190347e+001	9.96824630759254e-001,-7.95535507440015e-002
6.30957344480191e+001	9.95999648325733e-001,-8.92600595526586e-002
7.07945784384135e+001	9.94959170343055e-001,-1.00150547243163e-001
7.94328234724278e+001	9.93646305750682e-001,-1.12369169667289e-001
8.91250938133742e+001	9.91988802933045e-001,-1.26077428143698e-001
9.99999999999995e+001	9.89894713811653e-001,-1.41456095170147e-001
1.12201845430196e+002	9.87246735447850e-001,-1.58707226478050e-001
1.25892541179416e+002	9.83894780074203e-001,-1.78056154432163e-001
1.41253754462275e+002	9.79646156396506e-001,-1.99753255497526e-001
1.58489319246111e+002	9.74252514249642e-001,-2.24075100994729e-001
1.77827941003891e+002	9.67392395706763e-001,-2.51324273882896e-001
1.99526231496887e+002	9.58647842250391e-001,-2.81826558191212e-001
2.23872113856833e+002	9.47473056715822e-001,-3.15923201226256e-001
2.51188643150957e+002	9.33152728562825e-001,-3.53954215283974e-001
2.81838293126444e+002	9.14747640005762e-001,-3.96225766506762e-001
3.16227766016836e+002	8.91026409248734e-001,-4.42949963775621e-001
3.54813389233574e+002	8.60386545869259e-001,-4.94138181776715e-001
3.98107170553495e+002	8.20779146631096e-001,-5.49419562496210e-001
4.46683592150961e+002	7.69676225828032e-001,-6.07747737079824e-001
5.01187233627270e+002	7.04166958794636e-001,-6.66962937901015e-001
5.62341325190346e+002	6.21342688502498e-001,-7.23224044737112e-001
6.30957344480190e+002	5.19199998154447e-001,-7.70472123008124e-001
7.07945784384134e+002	3.98231764464401e-001,-8.00382452191412e-001
7.94328234724277e+002	2.63436407299743e-001,-8.03590624597341e-001
8.91250938133740e+002	1.25528035802830e-001,-7.72800981669960e-001
9.99999999999994e+002	-5.83160797869384e-004,-7.06958031655606e-001
1.12201845430196e+003	-1.00705002444706e-001,-6.13583249775229e-001
1.25892541179416e+003	-1.66997442751185e-001,-5.06580332388662e-001
1.41253754462275e+003	-2.00159645466787e-001,-4.00605814404033e-001
1.58489319246110e+003	-2.07093744037331e-001,-3.06175495048484e-001
1.77827941003891e+003	-1.96751639527072e-001,-2.28164483549143e-001
1.99526231496887e+003	-1.77053274981995e-001,-1.67023254618601e-001
2.23872113856832e+003	-1.53684008546752e-001,-1.20779831020905e-001
2.51188643150956e+003	-1.30158187894679e-001,-8.66172407674722e-002
2.81838293126443e+003	-1.08363878414285e-001,-6.17614114820880e-002
3.16227766016836e+003	-8.91336060755844e-002,-4.38517735604863e-002
3.54813389233573e+003	-7.26811549900615e-002,-3.10247924195381e-002
3.98107170553494e+003	-5.88910599057532e-002,-2.18706315121427e-002
4.46683592150960e+003	-4.74945525499713e-002,-1.53493376169594e-002
5.01187233627269e+003	-3.81696884311950e-002,-1.07054985366807e-002
5.62341325190345e+003	-3.05946385470860e-002,-7.39553152752835e-003
6.30957344480189e+003	-2.44734967914048e-002,-5.03051798284012e-003
7.07945784384133e+003	-1.95466324403771e-002,-3.33313429698840e-003
7.94328234724276e+003	-1.55927529530500e-002,-2.10598252474587e-003
8.91250938133739e+003	-1.24268161370190e-002,-1.20863708913997e-003
9.99999999999992e+003	-9.89611608928557e-003,-5.41153202863114e-004
1.12201845430195e+004	-7.87580450535034e-003,-3.22804114861178e-005
1.25892541179416e+004	-6.26449784230814e-003,3.68934743763817e-004
1.41253754462274e+004	-4.98027604664769e-003,6.99121166393955e-004
1.58489319246110e+004	-3.95718884157680e-003,9.84828000902326e-004
1.77827941003891e+004	-3.14228514064130e-003,1.24554200125335e-003
1.99526231496886e+004	-2.49313147883609e-003,1.49583460557833e-003
2.23872113856832e+004	-1.97576398976327e-003,1.74689295731259e-003
2.51188643150956e+004	-1.56301242194359e-003,2.00761556185312e-003
2.81838293126443e+004	-1.23313652942440e-003,2.28540088793517e-003
3.16227766016835e+004	-9.68720675908509e-004,2.58672000850165e-003
3.54813389233572e+004	-7.55779325489672e-004,2.91753797590769e-003
3.98107170553494e+004	-5.83033014053174e-004,3.28362991555035e-003
4.46683592150959e+004	-4.41320784142505e-004,3.69082456661972e-003
5.01187233627268e+004	-3.23120652997175e-004,4.14519860604465e-003
5.62341325190344e+004	-2.22154388589395e-004,4.65323842698909e-003
6.30957344480187e+004	-1.33056708721867e-004,5.22198129624748e-003
7.07945784384131e+004	-5.10920541481157e-005,5.85914440407224e-003
7.94328234724274e+004	2.80956072748386e-005,6.57324782314157e-003
8.91250938133737e+004	1.08712839488141e-004,7.37373549717014e-003
9.99999999999990e+004	1.95038499180202e-004,8.27109684209560e-003
1.12201845430195e+005	2.91648524595751e-004,9.27699016458622e-003
1.25892541179415e+005	4.03655064932671e-004,1.04043677041919e-002
1.41253754462274e+005	5.36971713215734e-004,1.16676005068982e-002
1.58489319246110e+005	6.98617478212113e-004,1.30825993404402e-002
1.77827941003891e+005	8.97073366621986e-004,1.46669252297639e-002
1.99526231496886e+005	1.14270694407692e-003,1.64398796334853e-002
2.23872113856832e+005	1.44828182290337e-003,1.84225594355499e-002
2.51188643150955e+005	1.82957037387407e-003,2.06378553415108e-002
2.81838293126442e+005	2.30608855140992e-003,2.31103634101821e-002
3.16227766016835e+005	2.90197069818762e-003,2.58661677211267e-002
3.54813389233572e+005	3.64699820343062e-003,2.89324369929589e-002
3.98107170553493e+005	4.57778687519622e-003,3.23367589279548e-002
4.46683592150958e+005	5.73912085642869e-003,3.61061132824731e-002
5.01187233627267e+005	7.18539172144335e-003,4.02653593727053e-002
5.62341325190343e+005	8.98205468978473e-003,4.48350892128390e-002
6.30957344480186e+005	1.12069435457655e-002,4.98286805544103e-002
7.07945784384130e+005	1.39511862582342e-002,5.52483869961016e-002
7.94328234724273e+005	1.73193324604316e-002,6.10803448156170e-002
8.91250938133736e+005	2.14281491839101e-002,6.72884866813118e-002
9.99999999999989e+005	2.64033881660904e-002,7.38075660801016e-002
1.12201845430195e+006	3.23737320720118e-002,8.05358459575483e-002
1.25892541179415e+006	3.94611826545750e-002,8.73285000657929e-002
1.41253754462274e+006	4.77674912851677e-002,9.39933656034687e-002
1.58489319246110e+006	5.73569823081899e-002,1.00291216119962e-001
1.77827941003890e+006	6.82373309417055e-002,1.05942907521012e-001
1.99526231496886e+006	8.03413700204444e-002,1.10645209403768e-001
2.23872113856831e+006	9.35143362279316e-002,1.14095564096933e-001
2.51188643150955e+006	1.07511366868207e-001,1.16023468047872e-001
2.81838293126442e+006	1.22008786514877e-001,1.16223309163032e-001
3.16227766016834e+006	1.36629603773764e-001,1.14581552683104e-001
3.54813389233571e+006	1.50979493704483e-001,1.11091404635068e-001
3.98107170553492e+006	1.64686049040516e-001,1.05850927484752e-001
4.46683592150958e+006	1.77432912277510e-001,9.90451186870430e-002
5.01187233627266e+006	1.88982147367186e-001,9.09167873246407e-002
5.62341325190342e+006	1.99181989395836e-001,8.17334027755520e-002
6.30957344480185e+006	2.07961159431294e-001,7.17568075921559e-002
7.07945784384129e+006	2.15313700490589e-001,6.12204530572997e-002
7.94328234724271e+006	2.21279180027146e-001,5.03159500461515e-002
8.91250938133734e+006	2.25922455594062e-001,3.91883725855412e-002
1.00000000000000e+007	2.29315797815512e-001,2.79384322637880e-002
