Freq.	V(out)/V(in)
2.23872113856832e+004	9.99954630360568e-001,1.98818796340213e-003
2.51188643150956e+004	9.99952341187659e-001,7.73385696795648e-004
2.81838293126443e+004	9.99947553721060e-001,-4.31133231496483e-004
3.16227766016835e+004	9.99940013142795e-001,-1.64134340189015e-003
3.54813389233572e+004	9.99929318084533e-001,-2.87329134477907e-003
3.98107170553494e+004	9.99914899295325e-001,-4.14330699628797e-003
4.46683592150959e+004	9.99895989391625e-001,-5.46821830786570e-003
5.01187233627268e+004	9.99871582092628e-001,-6.86557160746650e-003
5.62341325190344e+004	9.99840378791893e-001,-8.35386028352552e-003
6.30957344480187e+004	9.99800719654436e-001,-9.95276432828062e-003
7.07945784384131e+004	9.99750495624393e-001,-1.16834032165037e-002
7.94328234724274e+004	9.99687036743474e-001,-1.35686044843194e-002
8.91250938133737e+004	9.99606970969114e-001,-1.56331901749832e-002
9.99999999999990e+004	9.99506046189621e-001,-1.79042829839333e-002
1.12201845430195e+005	9.99378906299463e-001,-2.04116333929909e-002
1.25892541179415e+005	9.99218809949878e-001,-2.31879682330807e-002
1.41253754462274e+005	9.99017277851051e-001,-2.62693598158158e-002
1.58489319246110e+005	9.98763651192231e-001,-2.96956128308593e-002
1.77827941003891e+005	9.98444539793252e-001,-3.35106633467692e-002
1.99526231496886e+005	9.98043133957197e-001,-3.77629801051017e-002
2.23872113856832e+005	9.97538348665686e-001,-4.25059523535021e-002
2.51188643150955e+005	9.96903762856035e-001,-4.77982400420700e-002
2.81838293126442e+005	9.96106310337412e-001,-5.37040504094247e-002
3.16227766016835e+005	9.95104673045169e-001,-6.02932886523873e-002
3.54813389233572e+005	9.93847322904481e-001,-6.76415080643974e-002
3.98107170553493e+005	9.92270157468127e-001,-7.58295550405305e-002
4.46683592150958e+005	9.90293679791716e-001,-8.49427648436603e-002
5.01187233627267e+005	9.87819689534302e-001,-9.50695133567168e-002
5.62341325190343e+005	9.84727487263198e-001,-1.06298867423845e-001
6.30957344480186e+005	9.80869657788237e-001,-1.18717003153645e-001
7.07945784384130e+005	9.76067605119782e-001,-1.32401983379332e-001
7.94328234724273e+005	9.70107178853463e-001,-1.47416415783603e-001
8.91250938133736e+005	9.62734978332050e-001,-1.63797478225083e-001
9.99999999999989e+005	9.53656261377504e-001,-1.81543842820136e-001
1.12201845430195e+006	9.42535816936109e-001,-2.00599225537319e-001
1.25892541179415e+006	9.29003646409209e-001,-2.20832729709768e-001
1.41253754462274e+006	9.12667728990166e-001,-2.42016949933691e-001
1.58489319246110e+006	8.93136310391361e-001,-2.63806041488195e-001
1.77827941003890e+006	8.70051717212134e-001,-2.85717616694647e-001
1.99526231496886e+006	8.43136241879642e-001,-3.07124147938384e-001
2.23872113856831e+006	8.12247818374587e-001,-3.27260917555917e-001
2.51188643150955e+006	7.77439053215084e-001,-3.45257444386083e-001
2.81838293126442e+006	7.39008510409884e-001,-3.60196577561557e-001
3.16227766016834e+006	6.97529804062867e-001,-3.71199433891063e-001
3.54813389233571e+006	6.53844487701846e-001,-3.77525848427843e-001
3.98107170553492e+006	6.09010778546935e-001,-3.78671775689920e-001
4.46683592150958e+006	5.64211326956088e-001,-3.74441201856484e-001
5.01187233627266e+006	5.20635878731385e-001,-3.64973834020597e-001
5.62341325190342e+006	4.79363251280313e-001,-3.50720993534606e-001
6.30957344480185e+006	4.41267314537585e-001,-3.32376547109989e-001
7.07945784384129e+006	4.06963489233655e-001,-3.10781226728171e-001
7.94328234724271e+006	3.76799696293952e-001,-2.86822901545419e-001
8.91250938133734e+006	3.50884258524065e-001,-2.61351885966359e-001
1.00000000000000e+007	3.29136796893750e-001,-2.35122280048273e-001
