Freq.	V(out)/V(in)
9.99999999999989e+005	1.90436180955040e+000,-4.11713953952885e+000
1.12201845430195e+006	1.54594956994572e+000,-3.83022121452416e+000
1.25892541179415e+006	1.23784360425258e+000,-3.53619697972760e+000
1.41253754462274e+006	9.76667036591915e-001,-3.24338424033379e+000
1.58489319246110e+006	7.57897997599881e-001,-2.95823159601140e+000
1.77827941003890e+006	5.76488374628881e-001,-2.68539834264659e+000
1.99526231496886e+006	4.27328636669915e-001,-2.42797225054247e+000
2.23872113856831e+006	3.05560684574153e-001,-2.18774826640681e+000
2.51188643150955e+006	2.06762423297558e-001,-1.96551402999941e+000
2.81838293126442e+006	1.27035337745263e-001,-1.76131027554086e+000
3.16227766016834e+006	6.30252405593315e-002,-1.57465127421195e+000
3.54813389233571e+006	1.19011425564432e-002,-1.40470177083779e+000
3.98107170553492e+006	-2.86891134889626e-002,-1.25041331484923e+000
4.46683592150958e+006	-6.06736216359376e-002,-1.11062589655447e+000
5.01187233627266e+006	-8.56134267702446e-002,-9.84141666981302e-001
5.62341325190342e+006	-1.04757093721828e-001,-8.69777205277732e-001
6.30957344480185e+006	-1.19090568469552e-001,-7.66399926238211e-001
7.07945784384129e+006	-1.29381695623308e-001,-6.72953147634102e-001
7.94328234724271e+006	-1.36219803379009e-001,-5.88473232189940e-001
8.91250938133734e+006	-1.40051390416285e-001,-5.12101138164928e-001
1.00000000000000e+007	-1.41213226335602e-001,-4.43089658751149e-001
