Freq.	V(out)/V(in)
6.30957344480191e+001	-1.52374665094687e-004,-6.34357556443756e+000
7.07945784384135e+001	-1.91836124622234e-004,-7.11775755158845e+000
7.94328234724278e+001	-2.41519714015589e-004,-7.98646538324359e+000
8.91250938133742e+001	-3.04074867629245e-004,-8.96125827583312e+000
9.99999999999995e+001	-3.82838585398108e-004,-1.00551163345512e+001
1.12201845430196e+002	-4.82014374146729e-004,-1.12826182441318e+001
1.25892541179416e+002	-6.06898056275672e-004,-1.26601424253845e+001
1.41253754462275e+002	-7.64162894695351e-004,-1.42060952596388e+001
1.58489319246111e+002	-9.62219890553217e-004,-1.59411707298039e+001
1.77827941003891e+002	-1.21167350894626e-003,-1.78886467928016e+001
1.99526231496887e+002	-1.52589879846808e-003,-2.00747250647601e+001
2.23872113856833e+002	-1.92177333566599e-003,-2.25289220820305e+001
2.51188643150957e+002	-2.42060726439808e-003,-2.52845226602206e+001
2.81838293126444e+002	-3.04932779188115e-003,-2.83791089417542e+001
3.16227766016836e+002	-3.84199211617643e-003,-3.18551829325610e+001
3.54813389233574e+002	-4.84172675383924e-003,-3.57609061609923e+001
3.98107170553495e+002	-6.10322438330058e-003,-4.01509882466167e+001
4.46683592150961e+002	-7.69597582017644e-003,-4.50877676708218e+001
5.01187233627270e+002	-9.70848106815428e-003,-5.06425444196981e+001
5.62341325190346e+002	-1.22537796889279e-002,-5.68972477111745e+001
6.30957344480190e+002	-1.54767831872375e-002,-6.39465562055704e+001
7.07945784384134e+002	-1.95641069925948e-002,-7.19006383151575e+001
7.94328234724277e+002	-2.47574304576634e-002,-8.08887549457356e+001
8.91250938133740e+002	-3.13719336846327e-002,-9.10640798248852e+001
9.99999999999994e+002	-3.98221973151128e-002,-1.02610265840409e+002
1.12201845430196e+003	-5.06593318656929e-002,-1.15750557161599e+002
1.25892541179416e+003	-6.46254401164865e-002,-1.30760681525570e+002
1.41253754462275e+003	-8.27355896902954e-002,-1.47987471374474e+002
1.58489319246110e+003	-1.06404810798089e-001,-1.67876371776450e+002
1.77827941003891e+003	-1.37651353222419e-001,-1.91013110744117e+002
1.99526231496887e+003	-1.79434205712868e-001,-2.18188663129644e+002
2.23872113856832e+003	-2.36237764985835e-001,-2.50503980898015e+002
2.51188643150956e+003	-3.15135793692847e-001,-2.89545691714328e+002
2.81838293126443e+003	-4.27844418747370e-001,-3.37695397032093e+002
3.16227766016836e+003	-5.94976365574874e-001,-3.98707421134906e+002
3.54813389233573e+003	-8.55678927456007e-001,-4.78871636510897e+002
3.98107170553494e+003	-1.29213990297922e+000,-5.89591432584978e+002
4.46683592150960e+003	-2.10244230993658e+000,-7.53895417779667e+002
5.01187233627269e+003	-3.87224700513503e+000,-1.02627211656968e+003
5.62341325190345e+003	-9.03902305501222e+000,-1.57408431079501e+003
6.30957344480189e+003	-3.89305356911032e+001,-3.28273564087568e+003
7.07945784384133e+003	-7.13960923992588e+003,4.41662148139645e+004
7.94328234724276e+003	-2.88140581767362e+001,2.86500512062668e+003
8.91250938133739e+003	-7.42328132446850e+000,1.46930965087092e+003
9.99999999999992e+003	-3.21081086314335e+000,9.79253257534052e+002
1.12201845430195e+004	-1.71013451117972e+000,7.27095982247785e+002
1.25892541179416e+004	-1.01222473481394e+000,5.72169722807757e+002
1.41253754462274e+004	-6.33901374738396e-001,4.66565020418000e+002
1.58489319246110e+004	-4.07444768995515e-001,3.89505822367680e+002
1.77827941003891e+004	-2.62255516780114e-001,3.30528809331357e+002
1.99526231496886e+004	-1.64429976293623e-001,2.83792594346802e+002
2.23872113856832e+004	-9.60370212155080e-002,2.45778579050249e+002
2.51188643150956e+004	-4.68636744282757e-002,2.14238512330994e+002
2.81838293126443e+004	-1.07405004739273e-002,1.87665693105009e+002
3.16227766016835e+004	1.62417737211108e-002,1.65009373405435e+002
3.54813389233572e+004	3.66598849923922e-002,1.45511368112022e+002
3.98107170553494e+004	5.22688990047364e-002,1.28608092349343e+002
4.46683592150959e+004	6.42974343300935e-002,1.13869499091170e+002
5.01187233627268e+004	7.36254815403923e-002,1.00959748979837e+002
5.62341325190344e+004	8.08954538671102e-002,8.96111538646388e+001
6.30957344480187e+004	8.65837970679943e-002,7.96064820091291e+001
7.07945784384131e+004	9.10485045253084e-002,7.07666717227670e+001
7.94328234724274e+004	9.45614610316432e-002,6.29421241461376e+001
8.91250938133737e+004	9.73309678059906e-002,5.60064126740132e+001
9.99999999999990e+004	9.95177508367772e-002,4.98516536852843e+001
1.12201845430195e+005	1.01246542907891e-001,4.43850382973696e+001
1.25892541179415e+005	1.02614594682026e-001,3.95261881807329e+001
1.41253754462274e+005	1.03698013617883e-001,3.52051050707876e+001
1.58489319246110e+005	1.04556539436731e-001,3.13605543620233e+001
1.77827941003891e+005	1.05237176653322e-001,2.79387708052451e+001
1.99526231496886e+005	1.05776980085938e-001,2.48924068119234e+001
2.23872113856832e+005	1.06205205153852e-001,2.21796662701663e+001
2.51188643150955e+005	1.06544976933735e-001,1.97635823822609e+001
2.81838293126442e+005	1.06814591465079e-001,1.76114090086810e+001
3.16227766016835e+005	1.07028533984924e-001,1.56941027923103e+001
3.54813389233572e+005	1.07198277949248e-001,1.39858789143736e+001
3.98107170553493e+005	1.07332913433654e-001,1.24638273649000e+001
4.46683592150958e+005	1.07439642172199e-001,1.11075795525108e+001
5.01187233627267e+005	1.07524167981991e-001,9.89901724754417e+000
5.62341325190343e+005	1.07591004865552e-001,8.82201746976557e+000
6.30957344480186e+005	1.07643720143033e-001,7.86222815202156e+000
7.07945784384130e+005	1.07685126156962e-001,7.00687034338165e+000
7.94328234724273e+005	1.07717431133565e-001,6.24456343701849e+000
8.91250938133736e+005	1.07742357471275e-001,5.56517047449514e+000
9.99999999999989e+005	1.07761233905514e-001,4.95966102882476e+000
1.12201845430195e+006	1.07775066553132e-001,4.41998953217518e+000
1.25892541179415e+006	1.07784592681364e-001,3.93898721111676e+000
1.41253754462274e+006	1.07790320105636e-001,3.51026603800360e+000
1.58489319246110e+006	1.07792554343606e-001,3.12813331260280e+000
1.77827941003890e+006	1.07791414995421e-001,2.78751566175768e+000
1.99526231496886e+006	1.07786842246308e-001,2.48389139294220e+000
2.23872113856831e+006	1.07778593866509e-001,2.21323026479325e+000
2.51188643150955e+006	1.07766232588666e-001,1.97193984776344e+000
2.81838293126442e+006	1.07749103249974e-001,1.75681774378437e+000
3.16227766016834e+006	1.07726298573744e-001,1.56500901754072e+000
3.54813389233571e+006	1.07696611911963e-001,1.39396826545976e+000
3.98107170553492e+006	1.07658474658555e-001,1.24142581331432e+000
4.46683592150958e+006	1.07609875356966e-001,1.10535759067103e+000
5.01187233627266e+006	1.07548256756052e-001,9.83958281349464e-001
5.62341325190342e+006	1.07470386216222e-001,8.75617394515112e-001
6.30957344480185e+006	1.07372193953577e-001,7.78897941832642e-001
7.07945784384129e+006	1.07248572685712e-001,6.92517443007175e-001
7.94328234724271e+006	1.07093131414162e-001,6.15331015748982e-001
8.91250938133734e+006	1.06897895535004e-001,5.46316337388328e-001
1.00000000000000e+007	1.06652945531379e-001,4.84560294696522e-001
