Freq.	V(out)/V(in)
1.12201845430196e+002	-3.60721466268102e+003,4.58209007130039e+004
1.25892541179416e+002	-2.86893226001453e+003,4.08897219134858e+004
1.41253754462275e+002	-2.28115760493468e+003,3.64797589848124e+004
1.58489319246111e+002	-1.81342598211402e+003,3.25386877810409e+004
1.77827941003891e+002	-1.44135869154453e+003,2.90186175658382e+004
1.99526231496887e+002	-1.14547700893422e+003,2.58759690372872e+004
2.23872113856833e+002	-9.10236159594180e+002,2.30712634273886e+004
2.51188643150957e+002	-7.23242725653462e+002,2.05688608946222e+004
2.81838293126444e+002	-5.74623308186217e+002,1.83366744945859e+004
3.16227766016836e+002	-4.56516875804458e+002,1.63458774082573e+004
3.54813389233574e+002	-3.62667614684441e+002,1.45706149783606e+004
3.98107170553495e+002	-2.88099041808064e+002,1.29877287917680e+004
4.46683592150961e+002	-2.28853576517620e+002,1.15764970503307e+004
5.01187233627270e+002	-1.81784683320549e+002,1.03183934224551e+004
5.62341325190346e+002	-1.44391138147504e+002,9.19686519027902e+003
6.30957344480190e+002	-1.14684985164590e+002,8.19713060421769e+003
7.07945784384134e+002	-9.10864008324391e+001,7.30599478507526e+003
7.94328234724277e+002	-7.23400233625954e+001,6.51168317165592e+003
8.91250938133740e+002	-5.74483910078415e+001,5.80369132623212e+003
9.99999999999994e+002	-4.56190071845294e+001,5.17264983003685e+003
1.12201845430196e+003	-3.62222530133550e+001,4.61020299015658e+003
1.25892541179416e+003	-2.87579309452428e+001,4.10890011274365e+003
1.41253754462275e+003	-2.28286735658746e+001,3.66209815802869e+003
1.58489319246110e+003	-1.81188114532452e+001,3.26387466836475e+003
1.77827941003891e+003	-1.43775810061781e+001,2.90894994349924e+003
1.99526231496887e+003	-1.14057819638241e+001,2.59261752217080e+003
2.23872113856832e+003	-9.04517658225960e+000,2.31068211256645e+003
2.51188643150956e+003	-7.17006751449214e+000,2.05940419404559e+003
2.81838293126443e+003	-5.68060688155863e+000,1.83545058762474e+003
3.16227766016836e+003	-4.49748084703102e+000,1.63585036240361e+003
3.54813389233573e+003	-3.55768702583742e+000,1.45795550917944e+003
3.98107170553494e+003	-2.81118010933689e+000,1.29940587098288e+003
4.46683592150960e+003	-2.21820723189787e+000,1.15809787337704e+003
5.01187233627269e+003	-1.74719127719513e+000,1.03215664538970e+003
5.62341325190345e+003	-1.37304946545127e+000,9.19911165246693e+002
6.30957344480189e+003	-1.07585771994003e+000,8.19872104012659e+002
7.07945784384133e+003	-8.39789710433303e-001,7.30712075195923e+002
7.94328234724276e+003	-6.52274089582929e-001,6.51248029698885e+002
8.91250938133739e+003	-5.03325051969009e-001,5.80425563537211e+002
9.99999999999992e+003	-3.85010571931603e-001,5.17304930831129e+002
1.12201845430195e+004	-2.91030005879467e-001,4.61048576986755e+002
1.25892541179416e+004	-2.16378567362140e-001,4.10910027006388e+002
1.41253754462274e+004	-1.57080808559239e-001,3.66223981741532e+002
1.58489319246110e+004	-1.09978916101126e-001,3.26397490855412e+002
1.77827941003891e+004	-7.25645478303453e-002,2.90902085495426e+002
1.99526231496886e+004	-4.28452555949693e-002,2.59266766372831e+002
2.23872113856832e+004	-1.92383808508899e-002,2.31071754270839e+002
2.51188643150956e+004	-4.86772784933742e-004,2.05942920100231e+002
2.81838293126443e+004	1.44081592587962e-002,1.83546820625352e+002
3.16227766016835e+004	2.62396241888866e-002,1.63586274010676e+002
3.54813389233572e+004	3.56376903174523e-002,1.45796416494484e+002
3.98107170553494e+004	4.31028387221235e-002,1.29941187875682e+002
4.46683592150959e+004	4.90326156422650e-002,1.15810199186510e+002
5.01187233627268e+004	5.37428032367457e-002,1.03215940992855e+002
5.62341325190344e+004	5.74842361170192e-002,9.19912952821148e+001
6.30957344480187e+004	6.04561591932581e-002,8.19873179257933e+001
7.07945784384131e+004	6.28168381850516e-002,7.30712622935040e+001
7.94328234724274e+004	6.46919878434753e-002,6.51248177943995e+001
8.91250938133737e+004	6.61814667170936e-002,5.80425399735741e+001
9.99999999999990e+004	6.73645949819689e-002,5.17304513325040e+001
1.12201845430195e+005	6.83043785291207e-002,4.61047943077772e+001
1.25892541179415e+005	6.90508642572433e-002,4.10909198612667e+001
1.41253754462274e+005	6.96438052520994e-002,3.66222969342719e+001
1.58489319246110e+005	7.01147777830089e-002,3.26396296218702e+001
1.77827941003891e+005	7.04888628541551e-002,2.90900703530490e+001
1.99526231496886e+005	7.07859818594092e-002,2.59265186360884e+001
2.23872113856832e+005	7.10219574691370e-002,2.31069960640372e+001
2.51188643150955e+005	7.12093562450700e-002,2.05940892870309e+001
2.81838293126442e+005	7.13581578555467e-002,1.83544535600661e+001
3.16227766016835e+005	7.14762865292783e-002,1.63583702786347e+001
3.54813389233572e+005	7.15700330494986e-002,1.45793526310024e+001
3.98107170553493e+005	7.16443897612394e-002,1.29937941343893e+001
4.46683592150958e+005	7.17033164321206e-002,1.15806553913504e+001
5.01187233627267e+005	7.17499511247550e-002,1.03211849098114e+001
5.62341325190343e+005	7.17867773105680e-002,9.19867028221921e+000
6.30957344480186e+005	7.18157561245672e-002,8.19821642211065e+000
7.07945784384130e+005	7.18384308042985e-002,7.30654791544269e+000
7.94328234724273e+005	7.18560088750369e-002,6.51183286401504e+000
8.91250938133736e+005	7.18694264583410e-002,5.80352588350656e+000
9.99999999999989e+005	7.18793981293749e-002,5.17222817282148e+000
1.12201845430195e+006	7.18864549792566e-002,4.60956279797333e+000
1.25892541179415e+006	7.18909729112459e-002,4.10806353563125e+000
1.41253754462274e+006	7.18931926805926e-002,3.66107580139460e+000
1.58489319246110e+006	7.18932327498988e-002,3.26266834823700e+000
1.77827941003890e+006	7.18910956519736e-002,2.90755456350001e+000
1.99526231496886e+006	7.18866682107126e-002,2.59102232021990e+000
2.23872113856831e+006	7.18797156502688e-002,2.30887145213232e+000
2.51188643150955e+006	7.18698693080896e-002,2.05735802293312e+000
2.81838293126442e+006	7.18566073438173e-002,1.83314465062965e+000
3.16227766016834e+006	7.18392274899795e-002,1.63325622830543e+000
3.54813389233571e+006	7.18168105090940e-002,1.45504045442577e+000
3.98107170553492e+006	7.17881725939143e-002,1.29613264990819e+000
4.46683592150958e+006	7.17518044642816e-002,1.15442439644901e+000
5.01187233627266e+006	7.17057943715508e-002,1.02803558183797e+000
5.62341325190342e+006	7.16477316249729e-002,9.15289483940777e-001
6.30957344480185e+006	7.15745866246044e-002,8.14690566365254e-001
7.07945784384129e+006	7.14825627696952e-002,7.24904696194015e-001
7.94328234724271e+006	7.13669151006350e-002,6.44741528172663e-001
8.91250938133734e+006	7.12217302851927e-002,5.73138830976181e-001
1.00000000000000e+007	7.10396628389810e-002,5.09148560194842e-001
