time	V(in)
9.836600442842193e-007	-1.034944e-003
9.955183032127908e-007	-2.916815e-004
1.007376562141362e-006	4.633171e-004
1.019932365712791e-006	1.260829e-003
1.032488169284219e-006	2.038760e-003
1.045043972855648e-006	2.797111e-003
1.057599776427077e-006	3.535882e-003
1.070155579998505e-006	4.255072e-003
1.082711383569934e-006	4.954681e-003
1.095267187141362e-006	5.634711e-003
1.105032812141362e-006	6.134769e-003
1.114798437141362e-006	6.607592e-003
1.124564062141363e-006	7.053180e-003
1.134329687141363e-006	7.471531e-003
1.144095312141363e-006	7.862647e-003
1.153860937141363e-006	8.226528e-003
1.163626562141363e-006	8.563172e-003
1.170602008569934e-006	8.782062e-003
1.177577454998505e-006	8.983221e-003
1.184552901427077e-006	9.166647e-003
1.191528347855648e-006	9.332342e-003
1.198503794284220e-006	9.480304e-003
1.205479240712791e-006	9.610535e-003
1.212454687141363e-006	9.723034e-003
1.223615401427077e-006	9.863090e-003
1.234776115712791e-006	9.954254e-003
1.245936829998506e-006	9.996528e-003
1.257097544284220e-006	9.989910e-003
1.268258258569934e-006	9.934401e-003
1.279418972855649e-006	9.830001e-003
1.290579687141363e-006	9.676710e-003
1.308715847855649e-006	9.306427e-003
1.326852008569935e-006	8.834624e-003
1.344988169284220e-006	8.261300e-003
1.363124329998506e-006	7.586455e-003
1.381260490712792e-006	6.810090e-003
1.399396651427078e-006	5.932203e-003
1.417532812141363e-006	4.952796e-003
1.429391071069935e-006	4.282520e-003
1.441249329998506e-006	3.598204e-003
1.453107588927078e-006	2.899849e-003
1.464965847855649e-006	2.187454e-003
1.476824106784221e-006	1.461019e-003
1.488682365712792e-006	7.205453e-004
1.500540624641364e-006	-3.396838e-005
1.512398883569935e-006	-7.882779e-004
1.524257142498506e-006	-1.528186e-003
1.536115401427078e-006	-2.253692e-003
1.547973660355649e-006	-2.964796e-003
1.559831919284221e-006	-3.661499e-003
1.571690178212792e-006	-4.343801e-003
1.583548437141364e-006	-5.011700e-003
1.594011606784221e-006	-5.574658e-003
1.604474776427078e-006	-6.108145e-003
1.614937946069935e-006	-6.612161e-003
1.625401115712792e-006	-7.086707e-003
1.635864285355650e-006	-7.531782e-003
1.646327454998507e-006	-7.947386e-003
1.656790624641364e-006	-8.333520e-003
1.664463615712792e-006	-8.591403e-003
1.672136606784221e-006	-8.828092e-003
1.679809597855650e-006	-9.043587e-003
1.687482588927078e-006	-9.237887e-003
1.695155579998507e-006	-9.410992e-003
1.702828571069936e-006	-9.562904e-003
1.710501562141364e-006	-9.693621e-003
1.721662276427078e-006	-9.842202e-003
1.732822990712793e-006	-9.941890e-003
1.743983704998507e-006	-9.992685e-003
1.755144419284221e-006	-9.994586e-003
1.766305133569936e-006	-9.947595e-003
1.777465847855650e-006	-9.851710e-003
1.788626562141364e-006	-9.706931e-003
1.806065178212793e-006	-9.368170e-003
1.823503794284222e-006	-8.933486e-003
1.840942410355650e-006	-8.402882e-003
1.858381026427079e-006	-7.776355e-003
1.875819642498507e-006	-7.053907e-003
1.893258258569936e-006	-6.235538e-003
1.910696874641365e-006	-5.321247e-003
1.923252678212792e-006	-4.625861e-003
1.935808481784221e-006	-3.913104e-003
1.948364285355649e-006	-3.182975e-003
1.960920088927077e-006	-2.435475e-003
1.973475892498505e-006	-1.670604e-003
1.986031696069933e-006	-8.883622e-004
1.998587499641361e-006	-8.874885e-005
2.010445758569932e-006	6.659042e-004
2.022304017498503e-006	1.406810e-003
2.034162276427074e-006	2.133969e-003
2.046020535355645e-006	2.847380e-003
2.057878794284216e-006	3.547044e-003
2.069737053212787e-006	4.232961e-003
2.081595312141358e-006	4.905131e-003
2.092058481784214e-006	5.472374e-003
2.102521651427071e-006	6.010533e-003
2.112984821069928e-006	6.519607e-003
2.123447990712784e-006	6.999597e-003
2.133911160355641e-006	7.450503e-003
2.144374329998498e-006	7.872325e-003
2.154837499641355e-006	8.265062e-003
2.163208035355640e-006	8.551099e-003
2.171578571069926e-006	8.811891e-003
2.179949106784211e-006	9.047440e-003
2.188319642498496e-006	9.257744e-003
2.196690178212781e-006	9.442804e-003
2.205060713927067e-006	9.602620e-003
2.213431249641352e-006	9.737192e-003
2.224591963927066e-006	9.872977e-003
2.235752678212780e-006	9.959875e-003
2.246913392498494e-006	9.997885e-003
2.258074106784208e-006	9.987008e-003
2.269234821069922e-006	9.927243e-003
2.280395535355635e-006	9.818591e-003
2.291556249641349e-006	9.661051e-003
2.308994865712777e-006	9.302572e-003
2.326433481784205e-006	8.849464e-003
2.343872097855633e-006	8.301728e-003
2.361310713927061e-006	7.659364e-003
2.378749329998488e-006	6.922372e-003
2.396187946069916e-006	6.090751e-003
2.413626562141344e-006	5.164502e-003
2.425484821069915e-006	4.502957e-003
2.437343079998486e-006	3.826067e-003
2.449201338927057e-006	3.133833e-003
2.461059597855628e-006	2.426254e-003
2.472917856784199e-006	1.703331e-003
2.484776115712770e-006	9.650643e-004
2.496634374641341e-006	2.114527e-004
2.508492633569912e-006	-5.434303e-004
2.520350892498483e-006	-1.285223e-003
2.532209151427054e-006	-2.013924e-003
2.544067410355624e-006	-2.729535e-003
2.555925669284195e-006	-3.432055e-003
2.567783928212767e-006	-4.121485e-003
2.579642187141337e-006	-4.797823e-003
2.590105356784194e-006	-5.369266e-003
2.600568526427051e-006	-5.912015e-003
2.611031696069908e-006	-6.426070e-003
2.621494865712764e-006	-6.911433e-003
2.631958035355621e-006	-7.368102e-003
2.642421204998478e-006	-7.796078e-003
2.652884374641334e-006	-8.195360e-003
2.661254910355620e-006	-8.486843e-003
2.669625446069905e-006	-8.753220e-003
2.677995981784191e-006	-8.994491e-003
2.686366517498476e-006	-9.210655e-003
2.694737053212761e-006	-9.401713e-003
2.703107588927047e-006	-9.567665e-003
2.711478124641332e-006	-9.708510e-003
2.722638838927046e-006	-9.852831e-003
2.733799553212759e-006	-9.948259e-003
2.744960267498473e-006	-9.994794e-003
2.756120981784187e-006	-9.992436e-003
2.767281696069901e-006	-9.941185e-003
2.778442410355615e-006	-9.841041e-003
2.789603124641329e-006	-9.692003e-003
2.807041740712756e-006	-9.346655e-003
2.824480356784185e-006	-8.905814e-003
2.841918972855612e-006	-8.369478e-003
2.859357588927040e-006	-7.737649e-003
2.876796204998468e-006	-7.010325e-003
2.894234821069896e-006	-6.187508e-003
2.911673437141324e-006	-5.269196e-003
2.923531696069895e-006	-4.612166e-003
2.935389954998466e-006	-3.939143e-003
2.947248213927037e-006	-3.250126e-003
2.959106472855607e-006	-2.545115e-003
2.970964731784179e-006	-1.824112e-003
2.982822990712750e-006	-1.087115e-003
2.994681249641320e-006	-3.341248e-004
3.006539508569892e-006	4.208745e-004
3.018397767498462e-006	1.163441e-003
3.030256026427033e-006	1.893576e-003
3.042114285355604e-006	2.611279e-003
3.053972544284175e-006	3.316549e-003
3.065830803212746e-006	4.009387e-003
3.077689062141317e-006	4.689793e-003
3.088152231784174e-006	5.265349e-003
3.098615401427031e-006	5.812607e-003
3.109078571069887e-006	6.331566e-003
3.119541740712744e-006	6.822228e-003
3.130004910355600e-006	7.284591e-003
3.140468079998457e-006	7.718657e-003
3.150931249641314e-006	8.124424e-003
3.159301785355599e-006	8.421309e-003
3.167672321069885e-006	8.693230e-003
3.176042856784170e-006	8.940186e-003
3.184413392498455e-006	9.162178e-003
3.192783928212741e-006	9.359205e-003
3.201154463927026e-006	9.531268e-003
3.209524999641312e-006	9.678367e-003
3.219988169284168e-006	9.823114e-003
3.230451338927025e-006	9.924872e-003
3.240914508569882e-006	9.983640e-003
3.251377678212738e-006	9.999417e-003
3.261840847855595e-006	9.972205e-003
3.272304017498452e-006	9.902003e-003
3.282767187141309e-006	9.788810e-003
3.299508258569880e-006	9.505577e-003
3.316249329998450e-006	9.130629e-003
3.332990401427021e-006	8.663965e-003
3.349731472855592e-006	8.105586e-003
3.366472544284162e-006	7.455491e-003
3.383213615712733e-006	6.713681e-003
3.399954687141304e-006	5.880156e-003
3.412510490712732e-006	5.213119e-003
3.425066294284160e-006	4.524753e-003
3.437622097855588e-006	3.815055e-003
3.450177901427016e-006	3.084027e-003
3.462733704998444e-006	2.331669e-003
3.475289508569872e-006	1.557979e-003
3.487845312141300e-006	7.629594e-004
3.499006026427014e-006	5.394765e-005
3.510166740712728e-006	-6.468372e-004
3.521327454998442e-006	-1.339395e-003
3.532488169284156e-006	-2.023726e-003
3.543648883569870e-006	-2.699830e-003
3.554809597855583e-006	-3.367707e-003
3.565970312141297e-006	-4.027357e-003
3.577131026427011e-006	-4.665743e-003
3.588291740712725e-006	-5.274154e-003
3.599452454998439e-006	-5.852590e-003
3.610613169284153e-006	-6.401051e-003
3.621773883569866e-006	-6.919537e-003
3.632934597855580e-006	-7.408047e-003
3.644095312141294e-006	-7.866583e-003
3.651070758569865e-006	-8.130597e-003
3.658046204998436e-006	-8.377903e-003
3.665021651427008e-006	-8.608501e-003
3.671997097855578e-006	-8.822391e-003
3.678972544284150e-006	-9.019572e-003
3.685947990712721e-006	-9.200046e-003
3.692923437141292e-006	-9.363811e-003
3.701991517498434e-006	-9.549335e-003
3.711059597855577e-006	-9.702927e-003
3.720127678212719e-006	-9.824587e-003
3.729195758569862e-006	-9.914316e-003
3.738263838927005e-006	-9.972114e-003
3.747331919284147e-006	-9.997981e-003
3.756399999641289e-006	-9.991916e-003
3.771048437141289e-006	-9.906571e-003
3.785696874641288e-006	-9.742795e-003
3.800345312141288e-006	-9.500588e-003
3.814993749641287e-006	-9.179951e-003
3.829642187141286e-006	-8.780882e-003
3.844290624641286e-006	-8.303383e-003
3.858939062141285e-006	-7.747452e-003
3.873587499641285e-006	-7.117631e-003
3.888235937141284e-006	-6.442959e-003
3.902884374641283e-006	-5.723437e-003
3.917532812141283e-006	-4.959063e-003
3.932181249641282e-006	-4.149839e-003
3.946829687141282e-006	-3.295763e-003
3.961478124641281e-006	-2.396837e-003
3.973336383569852e-006	-1.657206e-003
3.985194642498423e-006	-9.186086e-004
3.997052901426994e-006	-1.810442e-004
4.008911160355565e-006	5.554868e-004
4.020769419284135e-006	1.290984e-003
4.032627678212707e-006	2.025449e-003
4.044485937141278e-006	2.758879e-003
4.057041740712706e-006	3.518397e-003
4.069597544284133e-006	4.245323e-003
4.082153347855562e-006	4.939658e-003
4.094709151426990e-006	5.601402e-003
4.107264954998418e-006	6.230556e-003
4.119820758569846e-006	6.827118e-003
4.132376562141274e-006	7.391089e-003
4.139352008569845e-006	7.680312e-003
4.146327454998417e-006	7.953563e-003
4.153302901426988e-006	8.210842e-003
4.160278347855559e-006	8.452149e-003
4.167253794284129e-006	8.677485e-003
4.174229240712701e-006	8.886848e-003
4.181204687141272e-006	9.080240e-003
4.188877678212701e-006	9.272361e-003
4.196550669284128e-006	9.442103e-003
4.204223660355557e-006	9.589466e-003
4.211896651426985e-006	9.714449e-003
4.219569642498414e-006	9.817052e-003
4.227242633569841e-006	9.897275e-003
4.234915624641270e-006	9.955119e-003
4.247471428212698e-006	9.996964e-003
4.260027231784126e-006	9.978035e-003
4.272583035355554e-006	9.898333e-003
4.285138838926982e-006	9.757858e-003
4.297694642498411e-006	9.556610e-003
4.310250446069838e-006	9.294588e-003
4.322806249641266e-006	8.971794e-003
4.338849776426980e-006	8.464200e-003
4.354893303212694e-006	7.887389e-003
4.370936829998408e-006	7.241361e-003
4.386980356784120e-006	6.526117e-003
4.403023883569834e-006	5.741655e-003
4.419067410355548e-006	4.887976e-003
4.435110937141262e-006	3.965081e-003
4.446271651426976e-006	3.303670e-003
4.457432365712690e-006	2.634360e-003
4.468593079998404e-006	1.957150e-003
4.479753794284117e-006	1.272042e-003
4.490914508569831e-006	5.790338e-004
4.502075222855545e-006	-1.218735e-004
4.513235937141259e-006	-8.306801e-004
4.526489285355544e-006	-1.670244e-003
4.539742633569829e-006	-2.484637e-003
4.552995981784114e-006	-3.273861e-003
4.566249329998400e-006	-4.037915e-003
4.579502678212685e-006	-4.776800e-003
4.592756026426970e-006	-5.490514e-003
4.606009374641255e-006	-6.179059e-003
4.615077454998398e-006	-6.619847e-003
4.624145535355540e-006	-7.036011e-003
4.633213615712682e-006	-7.427550e-003
4.642281696069824e-006	-7.794464e-003
4.651349776426967e-006	-8.136754e-003
4.660417856784109e-006	-8.454419e-003
4.669485937141252e-006	-8.747460e-003
4.676461383569823e-006	-8.952139e-003
4.683436829998395e-006	-9.138830e-003
4.690412276426966e-006	-9.307534e-003
4.697387722855537e-006	-9.458250e-003
4.704363169284108e-006	-9.590979e-003
4.711338615712679e-006	-9.705720e-003
4.718314062141250e-006	-9.802473e-003
4.729474776426964e-006	-9.916830e-003
4.740635490712678e-006	-9.982347e-003
4.751796204998392e-006	-9.999023e-003
4.762956919284105e-006	-9.966858e-003
4.774117633569819e-006	-9.885852e-003
4.785278347855533e-006	-9.756006e-003
4.796439062141247e-006	-9.577319e-003
4.812482588926961e-006	-9.224893e-003
4.828526115712675e-006	-8.792201e-003
4.844569642498388e-006	-8.279243e-003
4.860613169284101e-006	-7.686018e-003
4.876656696069815e-006	-7.012527e-003
4.892700222855529e-006	-6.258769e-003
4.908743749641242e-006	-5.424745e-003
4.913626562141242e-006	-5.164502e-003
4.924787276426956e-006	-4.543684e-003
4.935947990712670e-006	-3.908545e-003
4.947108704998384e-006	-3.259085e-003
4.958269419284097e-006	-2.595303e-003
4.969430133569811e-006	-1.917201e-003
4.980590847855525e-006	-1.224777e-003
4.991751562141239e-006	-5.180326e-004
4.996634374641239e-006	-2.114527e-004
5.000000000000000e-006	-1.224647e-017
