Freq.	V(out)/V(in)
6.30957344480192e+000	-9.99980405588902e+000,1.39907784066647e-004
7.07945784384136e+000	-9.99980405539613e+000,1.56979115615751e-004
7.94328234724279e+000	-9.99980405477561e+000,1.76133464650252e-004
8.91250938133743e+000	-9.99980405399444e+000,1.97624997742720e-004
9.99999999999997e+000	-9.99980405301100e+000,2.21738894477521e-004
1.12201845430196e+001	-9.99980405177291e+000,2.48795131610355e-004
1.25892541179416e+001	-9.99980405021426e+000,2.79152728965014e-004
1.41253754462275e+001	-9.99980404825202e+000,3.13214513407763e-004
1.58489319246111e+001	-9.99980404578172e+000,3.51432464114341e-004
1.77827941003892e+001	-9.99980404267180e+000,3.94313710057913e-004
1.99526231496887e+001	-9.99980403875664e+000,4.42427259300893e-004
2.23872113856833e+001	-9.99980403382774e+000,4.96411549384028e-004
2.51188643150957e+001	-9.99980402762262e+000,5.56982919001589e-004
2.81838293126444e+001	-9.99980401981084e+000,6.24945113376256e-004
3.16227766016837e+001	-9.99980400997640e+000,7.01199949463743e-004
3.54813389233574e+001	-9.99980399759556e+000,7.86759282507167e-004
3.98107170553496e+001	-9.99980398200902e+000,8.82758432729088e-004
4.46683592150961e+001	-9.99980396238672e+000,9.90471250323691e-004
5.01187233627270e+001	-9.99980393768371e+000,1.11132701865040e-003
5.62341325190347e+001	-9.99980390658446e+000,1.24692941992104e-003
6.30957344480191e+001	-9.99980386743283e+000,1.39907781503945e-003
7.07945784384135e+001	-9.99980381814385e+000,1.56979111995839e-003
7.94328234724278e+001	-9.99980375609269e+000,1.76133459536990e-003
8.91250938133742e+001	-9.99980367797492e+000,1.97624990520046e-003
9.99999999999995e+001	-9.99980357963047e+000,2.21738884275223e-003
1.12201845430196e+002	-9.99980345582215e+000,2.48795117199226e-003
1.25892541179416e+002	-9.99980329995671e+000,2.79152708608754e-003
1.41253754462275e+002	-9.99980310373376e+000,3.13214484653783e-003
1.58489319246111e+002	-9.99980285670371e+000,3.51432423498264e-003
1.77827941003891e+002	-9.99980254571131e+000,3.94313652686182e-003
1.99526231496887e+002	-9.99980215419511e+000,4.42427178261172e-003
2.23872113856833e+002	-9.99980166130545e+000,4.96411434912385e-003
2.51188643150957e+002	-9.99980104079421e+000,5.56982757306106e-003
2.81838293126444e+002	-9.99980025961694e+000,6.24944884975333e-003
3.16227766016836e+002	-9.99979927617319e+000,7.01199626838894e-003
3.54813389233574e+002	-9.99979803809115e+000,7.86758826787514e-003
3.98107170553495e+002	-9.99979647943861e+000,8.82757789008066e-003
4.46683592150961e+002	-9.99979451721200e+000,9.90470341043754e-003
5.01187233627270e+002	-9.99979204691612e+000,1.11132573425867e-002
5.62341325190346e+002	-9.99978893699954e+000,1.24692760567004e-002
6.30957344480190e+002	-9.99978502184921e+000,1.39907525234279e-002
7.07945784384134e+002	-9.99978009297120e+000,1.56978750005489e-002
7.94328234724277e+002	-9.99977388788813e+000,1.76132948212341e-002
8.91250938133740e+002	-9.99976607616201e+000,1.97624268255335e-002
9.99999999999994e+002	-9.99975624179834e+000,2.21737864050186e-002
1.12201845430196e+003	-9.99974386109473e+000,2.48793676094808e-002
1.25892541179416e+003	-9.99972827475468e+000,2.79150672997770e-002
1.41253754462275e+003	-9.99970865278222e+000,3.13211609282378e-002
1.58489319246110e+003	-9.99968395028884e+000,3.51428361938044e-002
1.77827941003891e+003	-9.99965285186074e+000,3.94307915597386e-002
1.99526231496887e+003	-9.99961370152651e+000,4.42419074438979e-002
2.23872113856832e+003	-9.99956441459929e+000,4.96399988014636e-002
2.51188643150956e+003	-9.99950236670520e+000,5.56966588231697e-002
2.81838293126443e+003	-9.99942425409815e+000,6.24922045725707e-002
3.16227766016836e+003	-9.99932591783772e+000,7.01167365852566e-002
3.54813389233573e+003	-9.99920212249194e+000,7.86713257486595e-002
3.98107170553494e+003	-9.99904627761897e+000,8.82693421643879e-002
4.46683592150960e+003	-9.99885008725773e+000,9.90379421475391e-002
5.01187233627269e+003	-9.99860310885987e+000,1.11119731006702e-001
5.62341325190345e+003	-9.99829219833027e+000,1.24674620721178e-001
6.30957344480189e+003	-9.99790081186937e+000,1.39881903005043e-001
7.07945784384133e+003	-9.99740812782849e+000,1.56942559394477e-001
7.94328234724276e+003	-9.99678794243328e+000,1.76081830726748e-001
8.91250938133739e+003	-9.99600728154866e+000,1.97552068419622e-001
9.99999999999992e+003	-9.99502465610973e+000,2.21635888907057e-001
1.12201845430195e+004	-9.99378787077154e+000,2.48649649863071e-001
1.25892541179416e+004	-9.99223127297020e+000,2.78947261625563e-001
1.41253754462274e+004	-9.99027230205101e+000,3.12924338345556e-001
1.58489319246110e+004	-9.98780716442148e+000,3.51022679185846e-001
1.77827941003891e+004	-9.98470541978996e+000,3.93735048067270e-001
1.99526231496886e+004	-9.98080321446356e+000,4.41610187800358e-001
2.23872113856832e+004	-9.97589483964900e+000,4.95257956516747e-001
2.51188643150956e+004	-9.96972222554071e+000,5.55354405080446e-001
2.81838293126443e+004	-9.96196190663291e+000,6.22646515454118e-001
3.16227766016835e+004	-9.95220891313231e+000,6.97956180987172e-001
3.54813389233572e+004	-9.93995696402706e+000,7.82182816208440e-001
3.98107170553494e+004	-9.92457427142840e+000,8.76303718220580e-001
4.46683592150959e+004	-9.90527423439745e+000,9.81370942883195e-001
5.01187233627268e+004	-9.88108033854375e+000,1.09850298284834e+000
5.62341325190344e+004	-9.85078474055282e+000,1.22886891819212e+000
6.30957344480187e+004	-9.81290038858145e+000,1.37366193887540e+000
7.07945784384131e+004	-9.76560723263194e+000,1.53405821841332e+000
7.94328234724274e+004	-9.70669428266223e+000,1.71115610306642e+000
8.91250938133737e+004	-9.63350119308824e+000,1.90588960979917e+000
9.99999999999990e+004	-9.54286593715922e+000,2.11890958378461e+000
1.12201845430195e+005	-9.43108920265590e+000,2.35042606043401e+000
1.25892541179415e+005	-9.29393145499784e+000,2.60000722165308e+000
1.41253754462274e+005	-9.12666484608659e+000,2.86633499333243e+000
1.58489319246110e+005	-8.92420820578556e+000,3.14692621870873e+000
1.77827941003891e+005	-8.68137692237080e+000,3.43784274534490e+000
1.99526231496886e+005	-8.39327670043647e+000,3.73343395057365e+000
2.23872113856832e+005	-8.05585570312103e+000,4.02617896647059e+000
2.51188643150955e+005	-7.66659828461444e+000,4.30671661461642e+000
2.81838293126442e+005	-7.22529383174665e+000,4.56415699157742e+000
3.16227766016835e+005	-6.73475330425282e+000,4.78674453728062e+000
3.54813389233572e+005	-6.20129391562080e+000,4.96287660986047e+000
3.98107170553493e+005	-5.63479992535975e+000,5.08237750570490e+000
4.46683592150958e+005	-5.04822345829569e+000,5.13781388720299e+000
5.01187233627267e+005	-4.45651840217109e+000,5.12556409272117e+000
5.62341325190343e+005	-3.87516705428202e+000,5.04637007954269e+000
6.30957344480186e+005	-3.31859474679872e+000,4.90522085393740e+000
7.07945784384130e+005	-2.79880692253234e+000,4.71059985845210e+000
7.94328234724273e+005	-2.32450601576397e+000,4.47329846351988e+000
8.91250938133736e+005	-1.90079094902396e+000,4.20508434539101e+000
9.99999999999989e+005	-1.52938160236664e+000,3.91749533856011e+000
1.12201845430195e+006	-1.20920448150277e+000,3.62093585801890e+000
1.25892541179415e+006	-9.37145298116265e-001,3.32413754231742e+000
1.41253754462274e+006	-7.08803844632546e-001,3.03395285652818e+000
1.58489319246110e+006	-5.19144745988576e-001,2.75539937323774e+000
1.77827941003890e+006	-3.62996343262398e-001,2.49186023181298e+000
1.99526231496886e+006	-2.35393666040143e-001,2.24535886744684e+000
2.23872113856831e+006	-1.31786595165035e-001,2.01684893595461e+000
2.51188643150955e+006	-4.81442066077203e-002,1.80648338730930e+000
2.81838293126442e+006	1.90136026171392e-002,1.61384497107025e+000
3.16227766016834e+006	7.26308816041664e-002,1.43813290467070e+000
3.54813389233571e+006	1.15156783567850e-001,1.27830775158223e+000
3.98107170553492e+006	1.48599138289782e-001,1.13320014022104e+000
4.46683592150958e+006	1.74581414299817e-001,1.00159015887161e+000
5.01187233627266e+006	1.94397770140435e-001,8.82264125218726e-001
5.62341325190342e+006	2.09063534985376e-001,7.74054640904149e-001
6.30957344480185e+006	2.19360260559595e-001,6.75868803654386e-001
7.07945784384129e+006	2.25875686215803e-001,5.86708357601088e-001
7.94328234724271e+006	2.29039737590128e-001,5.05684478564955e-001
8.91250938133734e+006	2.29158136539028e-001,4.32028803176423e-001
1.00000000000000e+007	2.26445345733003e-001,3.65101185956309e-001
