time	V(out)
0.000000000000000e+000	4.825412e-035
9.999999717180685e-010	-7.432640e-013
1.999999943436137e-009	-2.087800e-012
1.599999954748910e-008	-5.633825e-011
3.199999909497819e-008	-1.252579e-010
6.399999818995639e-008	-2.531299e-010
1.279999963799128e-007	-4.965473e-010
2.559999927598256e-007	-9.482196e-010
5.119999855196511e-007	-1.561533e-009
1.023999971039302e-006	-1.924660e-009
2.047999942078604e-006	-2.895237e-009
4.095999884157209e-006	-4.749765e-008
8.191999768314418e-006	-1.910691e-007
1.638399953662884e-005	-3.418862e-007
2.000000000000000e-005	-3.553880e-007
3.304713776592409e-004	-1.452001e-006
6.409427553184818e-004	-1.986419e-006
9.514141329777227e-004	-1.958641e-006
1.261885510636964e-003	-1.368668e-006
1.572356888296204e-003	-2.164985e-007
1.882828265955445e-003	1.497866e-006
2.193299643614686e-003	3.774426e-006
2.327188113247872e-003	-2.871882e-006
2.461076582881059e-003	-6.816500e-006
2.594965052514245e-003	-8.059428e-006
2.728853522147432e-003	-6.600665e-006
2.862741991780619e-003	-2.440212e-006
2.996630461413805e-003	4.421931e-006
3.130518931046992e-003	1.398576e-005
3.348724646568325e-003	5.682169e-006
3.457708024451399e-003	-9.799407e-006
3.566691402334472e-003	-1.912559e-005
3.675674780217545e-003	-2.229637e-005
3.784658158100619e-003	-1.931176e-005
3.893641535983692e-003	-1.017175e-005
4.002624913866766e-003	5.123648e-006
4.111608291749839e-003	2.657445e-005
4.235883432225480e-003	3.735707e-005
4.378646637432556e-003	2.541143e-005
4.428401880693440e-003	1.256250e-005
4.478157123954323e-003	3.859212e-008
4.527912367215207e-003	-1.216028e-005
4.577667610476090e-003	-2.403413e-005
4.627422853736974e-003	-3.558296e-005
4.677178096997858e-003	-4.680675e-005
4.726933340258741e-003	-5.770552e-005
4.862986275880654e-003	-5.440550e-005
5.025802747813980e-003	-3.025204e-006
5.217782161000693e-003	7.785619e-005
5.276216682166220e-003	9.168996e-005
5.342836380280686e-003	9.464785e-005
5.412916502188311e-003	8.144048e-005
5.492179397929814e-003	4.720900e-005
5.702602672850015e-003	-9.443855e-005
5.757810836972962e-003	-1.266089e-004
5.814406523720288e-003	-1.474458e-004
5.880821641154020e-003	-1.520805e-004
5.951958898153019e-003	-1.307929e-004
6.031486819524390e-003	-7.669409e-005
6.166581886778044e-003	6.496008e-005
6.227973624306487e-003	1.348299e-004
6.283258934091945e-003	1.889639e-004
6.339680532285338e-003	2.269894e-004
6.403205904469220e-003	2.415516e-004
6.473387103289043e-003	2.180072e-004
6.550251068863855e-003	1.447154e-004
6.634401943701183e-003	2.100303e-005
6.757925698701752e-003	-2.009475e-004
6.818949619028541e-003	-2.976777e-004
6.875454344686819e-003	-3.599524e-004
6.940170750712525e-003	-3.854035e-004
7.009408072110477e-003	-3.504803e-004
7.087077545255294e-003	-2.348026e-004
7.170328067595928e-003	-4.220441e-005
7.229455272902140e-003	1.241266e-004
7.292519849469377e-003	3.069337e-004
7.352942068873559e-003	4.614042e-004
7.409379645573954e-003	5.643035e-004
7.472805815645803e-003	6.104575e-004
7.541825253307417e-003	5.639349e-004
7.618399731940504e-003	3.928498e-004
7.701179957766981e-003	9.725013e-005
7.759942772392596e-003	-1.624692e-004
7.823852733653089e-003	-4.587020e-004
7.882637248788987e-003	-7.035705e-004
7.940296888017224e-003	-8.819220e-004
8.001259150426028e-003	-9.688570e-004
8.070870460525710e-003	-9.171509e-004
8.145335924977815e-003	-6.781253e-004
8.228297308558856e-003	-2.297301e-004
8.287211328266455e-003	1.757751e-004
8.343406455986411e-003	5.935652e-004
8.402019281463892e-003	1.001026e-003
8.460646311323993e-003	1.328186e-003
8.516874183382379e-003	1.509456e-003
8.586105531835959e-003	1.512375e-003
8.656749198035016e-003	1.245708e-003
8.738857216328505e-003	6.292876e-004
8.805751877138222e-003	-5.826469e-005
8.858626684798957e-003	-6.777607e-004
8.914312655817804e-003	-1.325731e-003
8.966534857101128e-003	-1.858449e-003
9.020435750012793e-003	-2.256277e-003
9.083099711050152e-003	-2.453944e-003
9.152056131011499e-003	-2.289563e-003
9.228367360684121e-003	-1.629929e-003
9.310837319799115e-003	-4.690954e-004
9.368817972653990e-003	5.532738e-004
9.426412156303046e-003	1.633565e-003
9.485746975931367e-003	2.658176e-003
9.543071428437739e-003	3.429960e-003
9.601807868328021e-003	3.854213e-003
9.670582681285810e-003	3.778972e-003
9.743244589758787e-003	2.989187e-003
9.825097862926289e-003	1.347678e-003
9.888142536695304e-003	-3.339011e-004
9.942048900997480e-003	-1.939918e-003
9.998738817643776e-003	-3.587987e-003
1.005032476100390e-002	-4.878249e-003
1.010323647316913e-002	-5.798369e-003
1.016781920720383e-002	-6.207599e-003
1.023671128700289e-002	-5.657716e-003
1.031477714074119e-002	-3.795222e-003
1.039751574138498e-002	-7.219003e-004
1.045489179810428e-002	1.878651e-003
1.051656288821492e-002	4.775751e-003
1.057657526958166e-002	7.290076e-003
1.063239331601218e-002	8.999729e-003
1.069513029239706e-002	9.845910e-003
1.076368505300028e-002	9.247058e-003
1.083970694078206e-002	6.673482e-003
1.092182294280495e-002	2.091690e-003
1.097962229880995e-002	-1.978772e-003
1.103644779302977e-002	-6.267509e-003
1.109523608994941e-002	-1.038923e-002
1.115300602901984e-002	-1.360371e-002
1.121038839289816e-002	-1.539968e-002
1.127929205386196e-002	-1.530046e-002
1.135088206499612e-002	-1.240717e-002
1.143275110118740e-002	-6.030540e-003
1.149771296174627e-002	8.185119e-004
1.155083041491869e-002	7.154834e-003
1.160670367768572e-002	1.373697e-002
1.165852872794301e-002	1.906369e-002
1.171195930560094e-002	2.299981e-002
1.177513957289402e-002	2.492342e-002
1.184399477709180e-002	2.312745e-002
1.192079388050516e-002	1.623741e-002
1.200323812484689e-002	4.329619e-003
1.206085960186866e-002	-6.026235e-003
1.212409127969892e-002	-1.801912e-002
1.218223020705785e-002	-2.802272e-002
1.223975163056070e-002	-3.552487e-002
1.229959965825753e-002	-3.937803e-002
1.236902484754377e-002	-3.782026e-002
1.244260711924125e-002	-2.880100e-002
1.252522867469849e-002	-1.114724e-002
1.258531499830019e-002	5.487507e-003
1.264050178011850e-002	2.222897e-002
1.269822751550465e-002	3.885438e-002
1.275759244683321e-002	5.295003e-002
1.281148275838864e-002	6.083202e-002
1.288093309680702e-002	6.231231e-002
1.294980570323386e-002	5.322371e-002
1.303200986264224e-002	2.957093e-002
1.310235319509740e-002	9.381228e-004
1.315593251064384e-002	-2.444495e-002
1.321230930497160e-002	-5.137015e-002
1.326545117090099e-002	-7.389381e-002
1.331996654718824e-002	-9.098644e-002
1.338146424673146e-002	-9.989452e-002
1.345037714157572e-002	-9.454753e-002
1.352564556433134e-002	-6.955592e-002
1.360791346991294e-002	-2.369806e-002
1.366587337301376e-002	1.745375e-002
1.372186835436414e-002	6.042840e-002
1.378010448875204e-002	1.023363e-001
1.383846691536963e-002	1.362609e-001
1.389432744888031e-002	1.553443e-001
1.396342346024964e-002	1.564835e-001
1.403382414662504e-002	1.300235e-001
1.411578416746157e-002	6.752887e-002
1.418302217712427e-002	-3.210448e-003
1.423543394568517e-002	-6.643698e-002
1.429044221653139e-002	-1.327378e-001
1.434278391349938e-002	-1.884815e-001
1.439672763867246e-002	-2.307364e-001
1.445865246785844e-002	-2.527434e-001
1.452744226557134e-002	-2.383640e-001
1.460312174364851e-002	-1.737999e-001
1.468530762492317e-002	-5.707697e-002
1.474308693974034e-002	4.701312e-002
1.479942798724198e-002	1.563087e-001
1.485788791716021e-002	2.622212e-001
1.491596848729035e-002	3.465942e-001
1.497248538536249e-002	3.939913e-001
1.504148494091710e-002	3.945825e-001
1.511239811094185e-002	3.245653e-001
1.519430376588327e-002	1.641455e-001
