Freq.	V(out)/V(in)
1.77827941003891e+004	-9.98859334569246e+000,3.38008486187135e-001
1.99526231496886e+004	-9.98475235255706e+000,3.91999078140944e-001
2.23872113856832e+004	-9.97989112516095e+000,4.51104033699460e-001
2.51188643150956e+004	-9.97375410816175e+000,5.16071741966228e-001
2.81838293126443e+004	-9.96601973791493e+000,5.87713744734192e-001
3.16227766016835e+004	-9.95628443647652e+000,6.66909564157592e-001
3.54813389233572e+004	-9.94404288089844e+000,7.54610066577530e-001
3.98107170553494e+004	-9.92866386192008e+000,8.51838493441540e-001
4.46683592150959e+004	-9.90936101383485e+000,9.59687930012137e-001
5.01187233627268e+004	-9.88515773476692e+000,1.07931350510066e+000
5.62341325190344e+004	-9.85484577919033e+000,1.21191699740190e+000
6.30957344480187e+004	-9.81693737641985e+000,1.35872075115722e+000
7.07945784384131e+004	-9.76961143258578e+000,1.52092688274119e+000
7.94328234724274e+004	-9.71065557850403e+000,1.69965674360927e+000
8.91250938133737e+004	-9.63740774876668e+000,1.89586463331825e+000
9.99999999999990e+004	-9.54670386511520e+000,2.11021911407746e+000
1.12201845430195e+005	-9.43484226886726e+000,2.34294547424870e+000
1.25892541179415e+005	-9.29758086594099e+000,2.59362473717222e+000
1.41253754462274e+005	-9.13018918364174e+000,2.86094927677140e+000
1.58489319246110e+005	-8.92758359744436e+000,3.14244400115540e+000
1.77827941003891e+005	-8.68457754939733e+000,3.43417648467217e+000
1.99526231496886e+005	-8.39627574500402e+000,3.73049963328937e+000
2.23872113856832e+005	-8.05862680210639e+000,4.02389421589513e+000
2.51188643150955e+005	-7.66911747850911e+000,4.30499933727652e+000
2.81838293126442e+005	-7.22754186793836e+000,4.56292482197206e+000
3.16227766016835e+005	-6.73671799347476e+000,4.78591529300018e+000
3.54813389233572e+005	-6.20297209971449e+000,4.96236981654286e+000
3.98107170553493e+005	-5.63619856835797e+000,5.08211680529035e+000
4.46683592150958e+005	-5.04935948579345e+000,5.13772987313143e+000
5.01187233627267e+005	-4.45741719072553e+000,5.12559693690194e+000
5.62341325190343e+005	-3.87585982882656e+000,5.04647133061451e+000
6.30957344480186e+005	-3.31911543459699e+000,4.90535401472206e+000
7.07945784384130e+005	-2.79918911195581e+000,4.71073970270253e+000
7.94328234724273e+005	-2.32478054867606e+000,4.47342937779344e+000
8.91250938133736e+005	-1.90098441592496e+000,4.20519815882809e+000
9.99999999999989e+005	-1.52951573624954e+000,3.91758910094278e+000
1.12201845430195e+006	-1.20929625845114e+000,3.62100989723127e+000
1.25892541179415e+006	-9.37207480560328e-001,3.32419396352544e+000
1.41253754462274e+006	-7.08845724029853e-001,3.03399450286451e+000
1.58489319246110e+006	-5.19172908242410e-001,2.75542918184557e+000
1.77827941003890e+006	-3.63015354386266e-001,2.49188088550333e+000
1.99526231496886e+006	-2.35406634506224e-001,2.24537264430153e+000
2.23872113856831e+006	-1.31795605832425e-001,2.01685767795103e+000
2.51188643150955e+006	-4.81506407089837e-002,1.80648853203828e+000
2.81838293126442e+006	1.90088392920119e-002,1.61384761064426e+000
3.16227766016834e+006	7.26272002901672e-002,1.43813385104890e+000
3.54813389233571e+006	1.15153804693882e-001,1.27830759759006e+000
3.98107170553492e+006	1.48596619287299e-001,1.13319931174078e+000
4.46683592150958e+006	1.74579201868961e-001,1.00158895712002e+000
5.01187233627266e+006	1.94395769066547e-001,8.82262759729488e-001
5.62341325190342e+006	2.09061687907285e-001,7.74053254549612e-001
6.30957344480185e+006	2.19358534817848e-001,6.75867491250746e-001
7.07945784384129e+006	2.25874065478483e-001,5.86707179398189e-001
7.94328234724271e+006	2.29038216306105e-001,5.05683469914043e-001
8.91250938133734e+006	2.29156716280941e-001,4.32027981255572e-001
1.00000000000000e+007	2.26444032541567e-001,3.65100554417907e-001
