Freq.	V(out)/V(in)
4.46683592150962e+000	-2.03264688831603e-002,-4.48141828548761e-001
5.01187233627271e+000	-2.55761846368954e-002,-5.02558917101694e-001
5.62341325190348e+000	-3.21774171544355e-002,-5.63507223897113e-001
6.30957344480192e+000	-4.04755895917072e-002,-6.31739187466015e-001
7.07945784384136e+000	-5.09029452113625e-002,-7.08080966488747e-001
7.94328234724279e+000	-6.39995196360746e-002,-7.93434173881307e-001
8.91250938133743e+000	-8.04386850687476e-002,-8.88774981445675e-001
9.99999999999997e+000	-1.01057971213492e-001,-9.95149218910585e-001
1.12201845430196e+001	-1.26895791996267e-001,-1.11366157447887e+000
1.25892541179416e+001	-1.59234481906740e-001,-1.24545634265961e+000
1.41253754462275e+001	-1.99649575290103e-001,-1.39168635045582e+000
1.58489319246111e+001	-2.50064409583044e-001,-1.55346574513007e+000
1.77827941003892e+001	-3.12807715251804e-001,-1.73180132405436e+000
1.99526231496887e+001	-3.90669643682180e-001,-1.92749621177851e+000
2.23872113856833e+001	-4.86948437900539e-001,-2.14101929324951e+000
2.51188643150957e+001	-6.05475492187055e-001,-2.37233449754184e+000
2.81838293126444e+001	-7.50600923355685e-001,-2.62068672001749e+000
3.16227766016837e+001	-9.27115542753443e-001,-2.88434712934104e+000
3.54813389233574e+001	-1.14007974123315e+000,-3.16033123861665e+000
3.98107170553496e+001	-1.39452810989331e+000,-3.44411944802873e+000
4.46683592150961e+001	-1.69502502467693e+000,-3.72943133254340e+000
5.01187233627270e+001	-2.04506632396258e+000,-4.00812817549477e+000
5.62341325190347e+001	-2.44635985590928e+000,-4.27033478813598e+000
6.30957344480191e+001	-2.89807202489233e+000,-4.50486819598126e+000
7.07945784384135e+001	-3.39618705846542e+000,-4.70002258650474e+000
7.94328234724278e+001	-3.93316614891115e+000,-4.84467966131862e+000
8.91250938133742e+001	-4.49808323929136e+000,-4.92960304440230e+000
9.99999999999995e+001	-5.07733098230643e+000,-4.94867198359390e+000
1.12201845430196e+002	-5.65584352371156e+000,-4.89976593985502e+000
1.25892541179416e+002	-6.21862193391664e+000,-4.78506698447587e+000
1.41253754462275e+002	-6.75224460334884e+000,-4.61069554205473e+000
1.58489319246111e+002	-7.24605013606807e+000,-4.38577967768317e+000
1.77827941003891e+002	-7.69279154208446e+000,-4.12120013240467e+000
1.99526231496887e+002	-8.08872292219992e+000,-3.82829926705425e+000
2.23872113856833e+002	-8.43322250084457e+000,-3.51779109334750e+000
2.51188643150957e+002	-8.72813239538889e+000,-3.19900346987335e+000
2.81838293126444e+002	-8.97700016535003e+000,-2.87947459740511e+000
3.16227766016836e+002	-9.18436375791108e+000,-2.56484932397367e+000
3.54813389233574e+002	-9.35516149578958e+000,-2.25898617344687e+000
3.98107170553495e+002	-9.49429556023393e+000,-1.96418497678443e+000
4.46683592150961e+002	-9.60634136784373e+000,-1.68146263500816e+000
5.01187233627270e+002	-9.69537668640577e+000,-1.41082794046968e+000
5.62341325190346e+002	-9.76489879026840e+000,-1.15152765360393e+000
6.30957344480190e+002	-9.81780005047318e+000,-9.02251959354059e-001
7.07945784384134e+002	-9.85637781930648e+000,-6.61297757075793e-001
7.94328234724277e+002	-9.88236061793879e+000,-4.26694076246620e-001
8.91250938133740e+002	-9.89693811817198e+000,-1.96296688096523e-001
9.99999999999994e+002	-9.90078675821537e+000,3.21400462232072e-002
1.12201845430196e+003	-9.89408607366364e+000,2.60905967662984e-001
1.25892541179416e+003	-9.87652321547493e+000,4.92284636996697e-001
1.41253754462275e+003	-9.84728501143464e+000,7.28501825001140e-001
1.58489319246110e+003	-9.80503867526351e+000,9.71665192622739e-001
1.77827941003891e+003	-9.74790425058830e+000,1.22368717973766e+000
1.99526231496887e+003	-9.67342446148358e+000,1.48618294206051e+000
2.23872113856832e+003	-9.57854115827462e+000,1.76033541620828e+000
2.51188643150956e+003	-9.45959221229633e+000,2.04672092874629e+000
2.81838293126443e+003	-9.31234845518517e+000,2.34509220747981e+000
3.16227766016836e+003	-9.13211642256645e+000,2.65412253002097e+000
3.54813389233573e+003	-8.91393759070791e+000,2.97112647261815e+000
3.98107170553494e+003	-8.65291539239999e+000,3.29179018309655e+000
4.46683592150960e+003	-8.34469290738472e+000,3.60996644707439e+000
5.01187233627269e+003	-7.98608131949069e+000,3.91761276090465e+000
5.62341325190345e+003	-7.57579830836525e+000,4.20496490460553e+000
6.30957344480189e+003	-7.11521895705194e+000,4.46103015623677e+000
7.07945784384133e+003	-6.60898316801096e+000,4.67443903249093e+000
7.94328234724276e+003	-6.06526938386684e+000,4.83460735149841e+000
8.91250938133739e+003	-5.49556618369628e+000,4.93304754740295e+000
9.99999999999992e+003	-4.91386931273579e+000,4.96457082838108e+000
1.12201845430195e+004	-4.33538580727825e+000,4.92809292096885e+000
1.25892541179416e+004	-3.77498345018579e+000,4.82682935221707e+000
1.41253754462274e+004	-3.24571155907959e+000,4.66782651107922e+000
1.58489319246110e+004	-2.75769401681023e+000,4.46095806764132e+000
1.77827941003891e+004	-2.31757034149271e+000,4.21764490200971e+000
1.99526231496886e+004	-1.92849635510538e+000,3.94958492793842e+000
2.23872113856832e+004	-1.59058197191016e+000,3.66771506622470e+000
2.51188643150956e+004	-1.30157970045027e+000,3.38151729047498e+000
2.81838293126443e+004	-1.05764306202308e+000,3.09867513250638e+000
3.16227766016835e+004	-8.54022571738099e-001,2.82501727355837e+000
3.54813389233572e+004	-6.85627157373218e-001,2.56465673744616e+000
3.98107170553494e+004	-5.47429667440610e-001,2.32023736816460e+000
4.46683592150959e+004	-4.34728077849171e-001,2.09321868628331e+000
5.01187233627268e+004	-3.43289961827845e-001,1.88415366428649e+000
5.62341325190344e+004	-2.69411617655645e-001,1.69293441574936e+000
6.30957344480187e+004	-2.09920241212196e-001,1.51899565208992e+000
7.07945784384131e+004	-1.62141708149480e-001,1.36147508592374e+000
7.94328234724274e+004	-1.23850341817352e-001,1.21933495569535e+000
8.91250938133737e+004	-9.32116788135912e-002,1.09145091960903e+000
9.99999999999990e+004	-6.87250944870600e-002,9.76674899637657e-001
1.12201845430195e+005	-4.91701840963157e-002,8.73877888907299e-001
1.25892541179415e+005	-3.35588055241840e-002,7.81977799257588e-001
1.41253754462274e+005	-2.10934328884698e-002,6.99956421776568e-001
1.58489319246110e+005	-1.11317288110531e-002,6.26868651865385e-001
1.77827941003891e+005	-3.15684440828933e-003,5.61846351626135e-001
1.99526231496886e+005	3.24722533437626e-003,5.04098596511130e-001
2.23872113856832e+005	8.41595395475385e-003,4.52909566906167e-001
2.51188643150955e+005	1.26209643108659e-002,4.07634976199924e-001
2.81838293126442e+005	1.60837188344550e-002,3.67697651004186e-001
3.16227766016835e+005	1.89867855296223e-002,3.32582674698700e-001
3.54813389233572e+005	2.14831684244107e-002,3.01832353904813e-001
3.98107170553493e+005	2.37041169052004e-002,2.75041153874261e-001
4.46683592150958e+005	2.57657593981283e-002,2.51850661323347e-001
5.01187233627267e+005	2.77748423739665e-002,2.31944562909846e-001
5.62341325190343e+005	2.98337926248427e-002,2.15043567756635e-001
6.30957344480186e+005	3.20452542618182e-002,2.00900149048636e-001
7.07945784384130e+005	3.45161751651515e-002,1.89292931565355e-001
7.94328234724273e+005	3.73614223490820e-002,1.80020511850150e-001
8.91250938133736e+005	4.07067827943935e-002,1.72894474141523e-001
9.99999999999989e+005	4.46910481296742e-002,1.67731375014843e-001
1.12201845430195e+006	4.94666866185147e-002,1.64343540424543e-001
1.25892541179415e+006	5.51983872953824e-002,1.62528689597015e-001
1.41253754462274e+006	6.20585590847952e-002,1.62058717450169e-001
1.58489319246110e+006	7.02187650733012e-002,1.62668469912562e-001
1.77827941003890e+006	7.98362039803297e-002,1.64046034240889e-001
1.99526231496886e+006	9.10348934585303e-002,1.65826848026509e-001
2.23872113856831e+006	1.03882322271787e-001,1.67594566177978e-001
2.51188643150955e+006	1.18364038958278e-001,1.68891703401701e-001
2.81838293126442e+006	1.34360640168265e-001,1.69242091933167e-001
3.16227766016834e+006	1.51633190526919e-001,1.68184829871797e-001
3.54813389233571e+006	1.69823211142497e-001,1.65315868951503e-001
3.98107170553492e+006	1.88471149480650e-001,1.60329764562260e-001
4.46683592150958e+006	2.07052718506548e-001,1.53052092708603e-001
5.01187233627266e+006	2.25027046318423e-001,1.43454132432278e-001
5.62341325190342e+006	2.41886529954235e-001,1.31645816740845e-001
6.30957344480185e+006	2.57197622744058e-001,1.17849093946615e-001
7.07945784384129e+006	2.70624857443098e-001,1.02359117333880e-001
7.94328234724271e+006	2.81935700676672e-001,8.55030131647913e-002
8.91250938133734e+006	2.90988984504095e-001,6.76049326616187e-002
1.00000000000000e+007	2.97712871681308e-001,4.89628214133838e-002
