Freq.	V(out)/V(in)
7.94328234724276e+003	-9.76221199362820e+001,1.52031856085970e+001
8.91250938133739e+003	-9.70289140158478e+001,1.69549112824143e+001
9.99999999999992e+003	-9.62922547012926e+001,1.88797293090800e+001
1.12201845430195e+004	-9.53805626594553e+001,2.09834525836532e+001
1.25892541179416e+004	-9.42569954238611e+001,2.32673326427968e+001
1.41253754462274e+004	-9.28794844339137e+001,2.57260358146569e+001
1.58489319246110e+004	-9.12013445527327e+001,2.83452034880146e+001
1.77827941003891e+004	-8.91727387059336e+001,3.10987011490448e+001
1.99526231496886e+004	-8.67433084450233e+001,3.39458099304675e+001
2.23872113856832e+004	-8.38662400639139e+001,3.68288185472877e+001
2.51188643150956e+004	-8.05038728083018e+001,3.96717056304928e+001
2.81838293126443e+004	-7.66346231169728e+001,4.23807913114289e+001
3.16227766016835e+004	-7.22604909327347e+001,4.48482599736447e+001
3.54813389233572e+004	-6.74138177606397e+001,4.69591646508880e+001
3.98107170553494e+004	-6.21614959987969e+001,4.86018184940948e+001
4.46683592150959e+004	-5.66047939432410e+001,4.96804258838441e+001
5.01187233627268e+004	-5.08736197866290e+001,5.01277205922429e+001
5.62341325190344e+004	-4.51153939588011e+001,4.99147691798900e+001
6.30957344480187e+004	-3.94803234844029e+001,4.90554135916600e+001
7.07945784384131e+004	-3.41060840334724e+001,4.76041288608041e+001
7.94328234724274e+004	-2.91051232760574e+001,4.56478920136206e+001
8.91250938133737e+004	-2.45568965403155e+001,4.32942231647259e+001
9.99999999999990e+004	-2.05057847123926e+001,4.06582483706644e+001
1.12201845430195e+005	-1.69639316797311e+001,3.78513169061834e+001
1.25892541179415e+005	-1.39173137657433e+001,3.49727279490671e+001
1.41253754462274e+005	-1.13331616430657e+001,3.21050078472390e+001
1.58489319246110e+005	-9.16720717845820e+000,2.93123303365517e+001
1.77827941003891e+005	-7.36981024261306e+000,2.66412384392650e+001
1.99526231496886e+005	-5.89057626576396e+000,2.41227542592881e+001
2.23872113856832e+005	-4.68147350693506e+000,2.17751089753183e+001
2.51188643150955e+005	-3.69867830704934e+000,1.96065529213703e+001
2.81838293126442e+005	-2.90345495554202e+000,1.76179248277334e+001
3.16227766016835e+005	-2.26236794312384e+000,1.58048290592902e+001
3.54813389233572e+005	-1.74707395462320e+000,1.41593823818828e+001
3.98107170553493e+005	-1.33387914110924e+000,1.26715563380558e+001
4.46683592150958e+005	-1.00319012743815e+000,1.13301716050198e+001
5.01187233627267e+005	-7.38941314597139e-001,1.01236095760156e+001
5.62341325190343e+005	-5.28047284533761e-001,9.04030350666057e+000
6.30957344480186e+005	-3.59905930803988e-001,8.06906327417217e+000
7.07945784384130e+005	-2.25962949818159e-001,7.19927788588762e+000
7.94328234724273e+005	-1.19339235060333e-001,6.42103033602849e+000
8.91250938133736e+005	-3.45176303835012e-002,5.72515113068626e+000
9.99999999999989e+005	3.29169981014555e-002,5.10323003869078e+000
1.12201845430195e+006	8.64913166884662e-002,4.54760032038557e+000
1.25892541179415e+006	1.29017633468723e-001,4.05130564121074e+000
1.41253754462274e+006	1.62734984222171e-001,3.60805685904238e+000
1.58489319246110e+006	1.89422888347124e-001,3.21218366149683e+000
1.77827941003890e+006	2.10492676599093e-001,2.85858443128200e+000
1.99526231496886e+006	2.27060525239220e-001,2.54267657985111e+000
2.23872113856831e+006	2.40005633322871e-001,2.26034879182396e+000
2.51188643150955e+006	2.50016370240978e-001,2.00791607360845e+000
2.81838293126442e+006	2.57626703890994e-001,1.78207813137147e+000
3.16227766016834e+006	2.63244793567852e-001,1.57988136583107e+000
3.54813389233571e+006	2.67175290860192e-001,1.39868462719799e+000
3.98107170553492e+006	2.69636631733857e-001,1.23612879473017e+000
4.46683592150958e+006	2.70774420394439e-001,1.09011020840116e+000
5.01187233627266e+006	2.70671898995070e-001,9.58757962732457e-001
5.62341325190342e+006	2.69358465617861e-001,8.40415049540947e-001
6.30957344480185e+006	2.66817241411801e-001,7.33623275174636e-001
7.07945784384129e+006	2.62992780514315e-001,6.37111737860131e-001
7.94328234724271e+006	2.57800125012785e-001,5.49788384492831e-001
8.91250938133734e+006	2.51136456140361e-001,4.70733730797990e-001
1.00000000000000e+007	2.42896457880071e-001,3.99195213316103e-001
